Step,Wave,R1,T1,R2,T2,Time,Beam,R1/R2,T1/T2,R2Ad,T2Ad,Temp1,Temp2,Temp3,Temp4
117192.0,1100.0,5.7614636e-12,1.0963588000000002e-11,4.0415946e-12,1.2021198e-11,7.905792236328125,-6.7955e-07,1.4255421857501491,0.9120212477990963,5.947457287911118e-06,17.68993893017438,21.379614978961,-16.90241056036615,15.651481306128403,19.768387131756754
129203.0,1200.0,5.505312799999999e-12,1.5632179999999997e-11,4.6128712e-12,1.4928785999999998e-11,10.464402437210083,-6.8017e-07,1.1934677040191366,1.0471166242184728,6.781938632988811e-06,21.948609906346938,21.381846331207953,-16.89608884565763,15.638927346277512,19.766804956009366
140447.0,1300.0,5.8591629999999996e-12,1.558971e-11,5.094619e-12,1.285529e-11,13.0030517578125,-6.8249e-07,1.1500689256645098,1.2127077646634186,7.46475259710765e-06,18.835865726970358,21.37064987078969,-16.891342207310743,15.637386784056446,19.77070345686684
262667.0,1400.0,1.5519785999999998e-11,3.5554402e-11,1.1051836e-11,4.1219823999999996e-11,19.61091113090515,-6.8142e-07,1.404272195135722,0.862555890583133,1.6218831264124917e-05,60.49106865075871,21.375405185421357,-16.889666314559975,15.648621625374119,19.77855091620711
276257.0,1500.0,4.0296932e-12,6.232626200000001e-12,3.9543756e-12,6.214372200000001e-12,22.269503593444824,-6.8048e-07,1.019046647971427,1.0029373844070686,5.811156242652246e-06,9.132336292029157,21.38232276589372,-16.888522561513014,15.646991814352589,19.77416256724365
289837.0,1600.0,4.444828e-12,1.4504102e-11,3.6145476e-12,1.2974123999999999e-11,24.9180588722229,-6.8135e-07,1.2297052057081777,1.117925341240765,5.304979232406252e-06,19.04179056285316,21.372000366746704,-16.888169790534334,15.654083175218886,19.77273538653219
303532.0,1700.0,1.0317848e-11,3.7008012e-11,8.5215944e-12,2.9965606e-11,27.549967765808105,-6.8004e-07,1.2107884411865462,1.2350163050265028,1.2531019351802833e-05,44.06447561908123,21.37604691224351,-16.874100842851874,15.644723900193924,19.771636863901335
317215.0,1800.0,1.2963198e-11,3.7633859999999996e-11,7.645495200000001e-12,3.5088744e-11,30.218547821044922,-6.8052e-07,1.6955341231526766,1.0725336877261835,1.1234783988714513e-05,51.561664609416326,21.378762957230265,-16.875700889162488,15.644879048525752,19.776507251666033
330852.0,1900.0,1.266406e-11,3.49293e-11,9.986734200000001e-12,3.251829e-11,32.87042427062988,-6.8054e-07,1.268088220471513,1.0741431975666615,1.4674720369118642e-05,47.78306932729892,21.37981687381256,-16.887240819761757,15.64940354381622,19.776130738559516
344489.0,2000.0,1.203736e-11,3.8483225999999994e-11,1.0172188e-11,3.6128842e-11,35.50901818275452,-6.8319e-07,1.1833599614950099,1.0651663288848283,1.4889251891860244e-05,52.88256853876667,21.386867008415663,-16.886145726218388,15.657469830089894,19.780690228216997
358127.0,2100.0,1.4074486000000001e-11,4.2284514e-11,9.330192e-12,3.9419018e-11,38.13092231750488,-6.8168e-07,1.508488356938421,1.0726932365489166,1.3687055509916677e-05,57.82627919258304,21.38529588498801,-16.881902972890202,15.650831177419605,19.777300584254135
371764.0,2200.0,1.687621e-11,5.0758804e-11,1.2784852e-11,4.7413492e-11,40.7795135974884,-6.8131e-07,1.3200160627592719,1.0705561193425703,1.8765102523080534e-05,69.59165724853591,21.37695889645289,-16.878256444828708,15.651237366361897,19.782510432995934
385401.0,2300.0,2.0585954e-11,6.818669e-11,1.541036e-11,6.3620974e-11,43.42131757736206,-6.8009e-07,1.335851595939355,1.0717643209926337,2.2659295093296476e-05,93.54787454601598,21.39492779001978,-16.897841923817055,15.651235208434343,19.779157283319137
399038.0,2400.0,2.6611358e-11,8.3031228e-11,1.974183e-11,7.861452000000001e-11,46.05215883255005,-6.812e-07,1.347968146823268,1.056181835111376,2.8980960070463888e-05,115.40593071051089,21.383002993077696,-16.87835109415687,15.650018691624837,19.777206500734792
117192.0,1100.0,5.8467286000000005e-12,1.3179389999999998e-11,4.1645188e-12,1.3365653999999998e-11,59.539833307266235,-6.81e-07,1.4039385774894328,0.9860639816053894,6.11529926578561e-06,19.626511013215858,21.39322278434321,-16.893799928444025,15.649421405974522,19.785091990396268
129203.0,1200.0,5.4641014e-12,1.4516023999999998e-11,4.3229695999999995e-12,1.3904333999999998e-11,62.11849021911621,-6.7788e-07,1.2639694250914928,1.0439927579415167,6.377190063138018e-06,20.511497610196493,21.38958555362717,-16.890998821810058,15.651515119665817,19.789203233196474
140447.0,1300.0,4.9894586e-12,1.299089e-11,3.0070306000000003e-12,1.4399050000000001e-11,64.70711374282837,-6.796e-07,1.6592643254112542,0.9022046593351644,4.424706592113008e-06,21.187536786344914,21.38367724632218,-16.876708523748448,15.655205470961448,19.788524662992415
262667.0,1400.0,1.4539202e-11,3.5488838e-11,1.1326105999999999e-11,3.9725240000000007e-11,71.296945810318,-6.7965e-07,1.2836893809752443,0.8933574221326289,1.6664615610976236e-05,58.44955491797249,21.379443981208112,-16.874808106161424,15.660230211105045,19.78689917507893
276257.0,1500.0,3.2834320000000002e-12,6.407900799999999e-12,3.1525143999999996e-12,6.7349814000000004e-12,73.95553064346313,-6.7912e-07,1.041527994289257,0.9514355600150578,4.642057957356579e-06,9.917218459182473,21.397514462095103,-16.891339835615327,15.659123789555451,19.79059208027013
289837.0,1600.0,4.0018043999999995e-12,1.4424383999999998e-11,3.7342848e-12,1.2057704000000001e-11,76.61127018928528,-6.811e-07,1.0716387780599916,1.196279490689106,5.482726178241079e-06,17.703279988254295,21.39333186227384,-16.888985817969342,15.66130359232335,19.79562053850765
303532.0,1700.0,9.5490394e-12,3.3603842e-11,8.1236908e-12,3.0090778e-11,79.26985573768616,-6.8049e-07,1.175455791596598,1.1167488590690475,1.1938001734044586e-05,44.219280224544086,21.394696614588156,-16.885287693716236,15.656939379986738,19.792353990961487
317215.0,1800.0,1.2863012000000002e-11,3.6898487999999996e-11,8.5109364e-12,3.3725286e-11,81.9017174243927,-6.7964e-07,1.5113509719095073,1.0940896987500712,1.2522712612559591e-05,49.62227944205757,21.392599471458823,-16.88057022686337,15.662608722747962,19.79598740311144
330852.0,1900.0,1.1738220000000001e-11,3.6609403999999995e-11,9.318113e-12,3.281408e-11,84.56030368804932,-6.8017e-07,1.2597207181325234,1.1156614477687627,1.3699682432333092e-05,48.243939015246184,21.382914517236884,-16.884512825348622,15.658168081716326,19.787415029186434
344489.0,2000.0,1.2549662e-11,3.7966902e-11,9.871625799999999e-12,3.413655799999999e-11,87.1889066696167,-6.8088e-07,1.2712862353433212,1.1122065089280533,1.449833421454588e-05,50.13593878510162,21.40314269403933,-16.891010781120713,15.661036163189635,19.789765250658206
358127.0,2100.0,1.2817538000000001e-11,4.1044736e-11,9.835387999999999e-12,3.8296959999999996e-11,89.82750248908997,-6.8038e-07,1.3032061368600816,1.0717491936696804,1.4455727681589698e-05,56.287603986007824,21.397900594100292,-16.88701986153933,15.667409874538407,19.789858972362083
371764.0,2200.0,1.5126854e-11,5.2030616e-11,1.3098912e-11,4.849680799999999e-11,92.47612309455872,-6.8236e-07,1.1548175909571725,1.0728668163067558,1.919648279500557e-05,71.07217304648573,21.39615236894764,-16.89715945332796,15.662035457116986,19.785459224432486
385401.0,2300.0,2.1341972e-11,7.0928502e-11,1.6324120000000002e-11,6.296383200000001e-11,95.11469078063965,-6.7844e-07,1.3073888209594144,1.1264959540581962,2.4061258180531813e-05,92.80678026059786,21.398275892136724,-16.884929451562982,15.66006522527789,19.78968314101928
399038.0,2400.0,2.8301028e-11,8.7813008e-11,2.034437e-11,7.8577268e-11,97.72652268409729,-6.8128e-07,1.3910987658993619,1.1175370464648886,2.9861980389854393e-05,115.33769962423673,21.404343131686687,-16.883736702137014,15.666829987307949,19.79109868870512
117192.0,1100.0,5.9405202e-12,1.422657e-11,4.6313454e-12,1.1588692e-11,111.19621419906616,-6.8229e-07,1.2826769948965586,1.227625171158229,6.787942663676735e-06,16.984994650368613,21.38759594295567,-16.870216191145687,15.664661900947351,19.794851239482057
129203.0,1200.0,6.479467000000001e-12,1.436478e-11,5.3596514e-12,1.433572e-11,113.77819561958313,-6.8335e-07,1.2089344094281955,1.002027104324024,7.84320099509768e-06,20.978590766078877,21.407632526535735,-16.898872290719737,15.666590074410863,19.79924922531842
140447.0,1300.0,5.286466e-12,1.4586806e-11,4.064332200000001e-12,1.4436301999999999e-11,116.36681818962097,-6.7997e-07,1.300697319968087,1.0104253845617803,5.977222818653766e-06,21.23079253496478,21.40640709983478,-16.879031024954998,15.659124361235627,19.797805776109556
262667.0,1400.0,1.4748114000000004e-11,3.5117801999999995e-11,1.2451606e-11,3.9880212e-11,122.9898636341095,-6.823e-07,1.1844346825622338,0.8805821293026224,1.8249459182177925e-05,58.44967316429723,21.401681208609148,-16.88542189806617,15.667728263417246,19.804186132384018
276257.0,1500.0,3.768035999999999e-12,4.9734779999999996e-12,3.5688952e-12,6.0556748e-12,125.66844177246094,-6.8271e-07,1.055799004689182,0.8212921209045109,5.227542001728406e-06,8.870054342253667,21.3941205702954,-16.88313697726238,15.668116830783504,19.80025495762976
289837.0,1600.0,3.0951379999999997e-12,1.6058726e-11,4.7372162e-12,1.2899993999999999e-11,128.29038286209106,-6.8056e-07,0.6533664222460439,1.2448630596262293,6.9607620195133425e-06,18.954969436934288,21.401720023492032,-16.88873537991293,15.67642038743901,19.805315004332385
303532.0,1700.0,1.0349112e-11,3.61959e-11,7.334988200000001e-12,2.9888866e-11,130.93897438049316,-6.8143e-07,1.4109241511799566,1.2110161690309698,1.0764111060563815e-05,43.861975551413934,21.40363086581482,-16.88391822542826,15.664158890414058,19.799510479382832
