Time (min),Beam (Volts),,T2,R2,Transmission,Reflection
113.2434277,0.000532108,5.32108E-10,8.86E-12,7.05937E-12,0.016643789,0.013266779
113.3309133,0.00052853,5.2853E-10,9.05E-12,7.06818E-12,0.017120032,0.013373297
113.4186564,0.000529621,5.29621E-10,8.73E-12,7.05068E-12,0.016478045,0.013312687
113.5062208,0.000526704,5.26704E-10,8.79E-12,7.34016E-12,0.016680952,0.013936028
113.5935671,0.000533593,5.33593E-10,8.54E-12,7.06711E-12,0.01601039,0.013244393
113.6811127,0.000527517,5.27517E-10,8.50E-12,6.9104E-12,0.016108982,0.013099856
113.7686439,0.000532246,5.32246E-10,8.78E-12,7.13232E-12,0.016489267,0.013400417
113.8563743,0.000531598,5.31598E-10,8.92E-12,7.2175E-12,0.016778976,0.013576979
113.9438594,0.000527013,5.27013E-10,8.66E-12,7.20283E-12,0.016423882,0.01366726
114.0312466,0.000531467,5.31467E-10,8.52E-12,6.79982E-12,0.016029754,0.01279443
114.1188466,0.000528982,5.28982E-10,8.55E-12,7.04105E-12,0.016161702,0.013310561
114.2062977,0.000528706,5.28706E-10,8.61E-12,6.95229E-12,0.01628026,0.013149626
114.2937254,0.000526938,5.26938E-10,8.85E-12,6.85153E-12,0.016795131,0.013002521
114.3812474,0.000530622,5.30622E-10,8.96E-12,6.7304E-12,0.016892223,0.012683998
114.4689519,0.000529345,5.29345E-10,8.76E-12,7.20009E-12,0.016554922,0.01360188
114.5565466,0.00053021,5.3021E-10,9.01E-12,6.8411E-12,0.016999615,0.012902607
114.643761,0.000530681,5.30681E-10,8.70E-12,7.08845E-12,0.016396103,0.013357284
114.7314883,0.0005288,5.288E-10,8.77E-12,6.42862E-12,0.016576706,0.012157001
114.8187634,0.000530769,5.30769E-10,8.58E-12,7.66299E-12,0.016162466,0.014437522
114.9065658,0.000527415,5.27415E-10,8.52E-12,6.64723E-12,0.016145218,0.012603404
114.9941937,0.000531759,5.31759E-10,8.62E-12,7.39582E-12,0.016201728,0.01390822
115.0814109,0.00052837,5.2837E-10,8.68E-12,6.63125E-12,0.016422884,0.012550383
115.1690754,0.000525994,5.25994E-10,8.65E-12,6.86289E-12,0.016437868,0.013047474
115.2567215,0.000527442,5.27442E-10,8.90E-12,6.903E-12,0.016873594,0.01308769
115.3442531,0.000527454,5.27454E-10,8.60E-12,6.96102E-12,0.016299632,0.013197402
115.4316355,0.000533634,5.33634E-10,8.91E-12,7.18636E-12,0.016691524,0.013466826
115.5190952,0.000529419,5.29419E-10,8.88E-12,7.21726E-12,0.016768428,0.013632418
115.6068744,0.000529312,5.29312E-10,9.20E-12,6.84923E-12,0.017372107,0.012939889
115.6943972,0.000529517,5.29517E-10,8.68E-12,7.5305E-12,0.016396921,0.014221463
115.78195,0.000530484,5.30484E-10,9.09E-12,7.0046E-12,0.017135237,0.013204179
115.869353,0.000525679,5.25679E-10,8.84E-12,7.19197E-12,0.016809988,0.0136813
115.9569226,0.000530991,5.30991E-10,8.61E-12,6.97122E-12,0.016208088,0.013128696
116.0444397,0.000528086,5.28086E-10,8.34E-12,7.16671E-12,0.015790596,0.0135711
116.1322106,0.000530736,5.30736E-10,8.88E-12,7.39526E-12,0.016738185,0.01393399
116.2196375,0.000530375,5.30375E-10,8.57E-12,7.43195E-12,0.016150238,0.014012636
116.3069412,0.000526772,5.26772E-10,8.92E-12,6.97768E-12,0.016936112,0.013246112
116.3946929,0.000527698,5.27698E-10,8.78E-12,7.3294E-12,0.016632688,0.013889395
116.4822689,0.000527976,5.27976E-10,9.03E-12,6.84019E-12,0.017106194,0.012955484
116.5695253,0.000528409,5.28409E-10,8.38E-12,7.11646E-12,0.015860147,0.01346772
116.6568672,0.000529071,5.29071E-10,8.81E-12,7.48994E-12,0.016647866,0.014156778
116.7447904,0.000529285,5.29285E-10,8.48E-12,7.17098E-12,0.01601514,0.013548429
116.8322551,0.000527053,5.27053E-10,8.38E-12,7.35608E-12,0.01590008,0.013956998
116.9199512,0.000530867,5.30867E-10,8.67E-12,6.98779E-12,0.016329483,0.013162975
117.0072106,0.000529269,5.29269E-10,8.76E-12,6.83876E-12,0.016555475,0.012921136
117.0947673,0.000529964,5.29964E-10,8.76E-12,7.06298E-12,0.0165294,0.013327282
117.1824764,0.000529821,5.29821E-10,8.79E-12,6.99732E-12,0.016584464,0.013206958
117.2699718,0.000528997,5.28997E-10,8.56E-12,7.36068E-12,0.016177362,0.013914407
117.3572727,0.000526484,5.26484E-10,8.82E-12,6.74485E-12,0.016746458,0.012811125
117.444911,0.000528705,5.28705E-10,8.70E-12,7.38287E-12,0.016463547,0.013964073
117.5325053,0.000530308,5.30308E-10,8.98E-12,7.20524E-12,0.016930763,0.013586894
117.6201769,0.000528496,5.28496E-10,8.91E-12,6.94449E-12,0.016860515,0.013140091
117.7074289,0.000530611,5.30611E-10,8.52E-12,6.86932E-12,0.016062947,0.012946057
117.794992,0.000531199,5.31199E-10,8.88E-12,7.14507E-12,0.016716096,0.013450842
117.882618,0.000528532,5.28532E-10,8.87E-12,7.02223E-12,0.016784269,0.01328628
117.9702087,0.000529418,5.29418E-10,8.51E-12,7.44459E-12,0.016065223,0.014061853
118.0579116,0.000526262,5.26262E-10,8.82E-12,6.94878E-12,0.016752691,0.013204041
118.145055,0.000529285,5.29285E-10,8.45E-12,7.24421E-12,0.015969778,0.013686789
118.2327603,0.00052841,5.2841E-10,8.87E-12,7.07861E-12,0.016784306,0.013396044
118.3203387,0.000531246,5.31246E-10,8.99E-12,7.36035E-12,0.016926662,0.013854881
118.4078455,0.0005278,5.278E-10,8.49E-12,6.72189E-12,0.016076978,0.012735693
118.4951229,0.00053026,5.3026E-10,8.76E-12,7.27811E-12,0.016527466,0.013725555
118.5828851,0.000529324,5.29324E-10,8.64E-12,6.98328E-12,0.016320592,0.013192841
118.6703645,0.00053024,5.3024E-10,8.33E-12,7.53982E-12,0.01570271,0.014219632
118.7577988,0.000528961,5.28961E-10,9.24E-12,7.0202E-12,0.01746297,0.013271683
118.8456081,0.000532955,5.32955E-10,8.71E-12,7.17024E-12,0.016351769,0.013453743
118.9328257,0.000530273,5.30273E-10,8.88E-12,7.00733E-12,0.016754666,0.013214553
119.0205264,0.000532706,5.32706E-10,8.61E-12,6.9759E-12,0.016171701,0.013095226
119.1080801,0.000528215,5.28215E-10,9.19E-12,6.83307E-12,0.017404572,0.012936166
119.1957267,0.00053292,5.3292E-10,8.55E-12,7.20316E-12,0.016034973,0.013516392
119.2832362,0.000528033,5.28033E-10,8.95E-12,6.98678E-12,0.016948035,0.013231728
119.3706539,0.000531507,5.31507E-10,8.92E-12,7.11395E-12,0.016786766,0.01338448
119.4581795,0.000531324,5.31324E-10,8.96E-12,6.93594E-12,0.016856201,0.013054085
119.545514,0.000528949,5.28949E-10,8.67E-12,7.11831E-12,0.016394742,0.013457459
119.6331175,0.000526412,5.26412E-10,8.90E-12,6.86713E-12,0.016910698,0.013045173
119.7208154,0.000529068,5.29068E-10,8.74E-12,7.04963E-12,0.016518581,0.013324621
119.8082461,0.000528939,5.28939E-10,8.75E-12,7.18953E-12,0.016549186,0.013592355
119.8958479,0.000529522,5.29522E-10,8.55E-12,7.38506E-12,0.016155123,0.013946654
119.9834645,0.00053061,5.3061E-10,8.83E-12,6.70532E-12,0.016644765,0.012637004
120.0711253,0.000528171,5.28171E-10,9.02E-12,7.55603E-12,0.017084577,0.014306041
120.1586646,0.000525948,5.25948E-10,8.97E-12,7.02665E-12,0.017047188,0.013359967
120.2463171,0.000529556,5.29556E-10,8.85E-12,7.50989E-12,0.016702828,0.014181495
120.3336129,0.000530298,5.30298E-10,8.91E-12,6.72921E-12,0.01680592,0.012689493
120.4212238,0.000532218,5.32218E-10,8.58E-12,7.31138E-12,0.016116299,0.013737568
120.5084445,0.000531206,5.31206E-10,8.54E-12,6.42352E-12,0.016083259,0.012092348
120.5961977,0.000530804,5.30804E-10,9.20E-12,6.79513E-12,0.017334345,0.012801587
120.6836356,0.000530757,5.30757E-10,8.59E-12,6.51332E-12,0.016177249,0.01227176
120.7712935,0.000530264,5.30264E-10,8.55E-12,7.54532E-12,0.016132927,0.014229372
120.8586858,0.000527884,5.27884E-10,8.79E-12,7.3013E-12,0.016660029,0.01383126
120.9461266,0.00052569,5.2569E-10,8.37E-12,7.49212E-12,0.015913644,0.014251974
121.0337866,0.000527162,5.27162E-10,8.57E-12,6.89096E-12,0.01625254,0.013071799
121.121437,0.000527917,5.27917E-10,9.18E-12,7.36384E-12,0.017385436,0.013948849
121.2089768,0.000530149,5.30149E-10,8.76E-12,6.72832E-12,0.016521947,0.012691376
121.2962918,0.000530876,5.30876E-10,8.83E-12,7.11661E-12,0.016633585,0.013405405
121.3838375,0.00053293,5.3293E-10,8.94E-12,6.6782E-12,0.0167697,0.012531116
121.4714546,0.000527502,5.27502E-10,8.63E-12,6.9564E-12,0.016355036,0.013187436
121.5590502,0.000526711,5.26711E-10,9.05E-12,6.67685E-12,0.017177009,0.012676515
121.6464002,0.000529369,5.29369E-10,8.71E-12,7.20116E-12,0.016454841,0.01360329
121.7340857,0.000532252,5.32252E-10,8.43E-12,7.12012E-12,0.015836344,0.013377357
121.8215813,0.000529545,5.29545E-10,8.77E-12,7.51542E-12,0.016554785,0.014192222
121.9091219,0.000527065,5.27065E-10,8.75E-12,6.85759E-12,0.016592283,0.013010887
121.9967969,0.000528303,5.28303E-10,8.86E-12,7.35438E-12,0.016769298,0.013920765
122.0841223,0.000529931,5.29931E-10,8.94E-12,6.97061E-12,0.016878742,0.013153815
122.1716241,0.000530283,5.30283E-10,8.41E-12,7.17985E-12,0.015850405,0.01353967
122.2593469,0.000528405,5.28405E-10,8.69E-12,6.71601E-12,0.016436599,0.012709976
122.3468041,0.000529644,5.29644E-10,8.45E-12,6.65353E-12,0.015950514,0.012562274
122.4342303,0.000526641,5.26641E-10,8.81E-12,6.60768E-12,0.016725484,0.012546834
122.5216955,0.000523583,5.23583E-10,8.89E-12,7.03329E-12,0.016988618,0.013433006
122.6093254,0.0005277,5.277E-10,9.05E-12,7.15637E-12,0.017140886,0.013561426
122.6970622,0.000531534,5.31534E-10,8.78E-12,7.31752E-12,0.016510948,0.013766794
122.7846634,0.000525742,5.25742E-10,8.58E-12,6.30735E-12,0.016314663,0.011997045
122.872259,0.00052811,5.2811E-10,9.06E-12,7.04335E-12,0.017156766,0.013336898
122.9595219,0.000525462,5.25462E-10,8.87E-12,6.76073E-12,0.016880577,0.012866258
123.0471571,0.000526749,5.26749E-10,8.89E-12,7.01407E-12,0.016884239,0.013315754
123.1344865,0.000529065,5.29065E-10,8.51E-12,6.63282E-12,0.016076695,0.012536874
123.2220302,0.000527497,5.27497E-10,9.01E-12,6.98724E-12,0.017081482,0.01324604
123.3096948,0.000527624,5.27624E-10,8.83E-12,6.58869E-12,0.016727844,0.012487462
123.3972273,0.000526672,5.26672E-10,8.81E-12,7.02827E-12,0.016732675,0.013344689
123.4847139,0.000525798,5.25798E-10,8.97E-12,6.98242E-12,0.017068275,0.013279653
123.5723686,0.000529527,5.29527E-10,8.66E-12,7.82678E-12,0.016348307,0.014780697
123.659717,0.00053283,5.3283E-10,8.71E-12,7.02938E-12,0.016342834,0.013192523
123.7473383,0.000525304,5.25304E-10,8.78E-12,7.46598E-12,0.016715551,0.014212681
123.834892,0.000525394,5.25394E-10,8.84E-12,7.10795E-12,0.01681883,0.013528806
123.9224729,0.000529203,5.29203E-10,9.00E-12,7.24227E-12,0.016998403,0.013685242
124.009819,0.000533085,5.33085E-10,8.44E-12,7.46556E-12,0.015829496,0.014004452
124.0974213,0.000533646,5.33646E-10,9.02E-12,7.28019E-12,0.016896273,0.013642354
124.1849797,0.00052533,5.2533E-10,8.88E-12,6.91575E-12,0.016908741,0.013164586
124.2726403,0.000530247,5.30247E-10,8.62E-12,7.39347E-12,0.016260027,0.013943447
124.3601429,0.00052592,5.2592E-10,9.04E-12,6.84318E-12,0.017191422,0.013011826
124.4475052,0.000527344,5.27344E-10,9.03E-12,7.15895E-12,0.017122861,0.013575489
124.5350105,0.000529904,5.29904E-10,8.87E-12,6.67815E-12,0.016733084,0.012602575
124.6226835,0.000526239,5.26239E-10,8.64E-12,7.04935E-12,0.016421669,0.013395708
124.7103538,0.000529436,5.29436E-10,9.08E-12,6.82947E-12,0.017153309,0.012899514
124.7976475,0.000528428,5.28428E-10,8.87E-12,7.24257E-12,0.016779618,0.013705884
124.8852134,0.000531378,5.31378E-10,8.88E-12,6.78444E-12,0.016720328,0.01276763
124.9728711,0.000529813,5.29813E-10,8.58E-12,7.25012E-12,0.016192889,0.013684309
125.0603507,0.000525141,5.25141E-10,8.70E-12,7.00719E-12,0.016569485,0.013343445
125.1475913,0.000527078,5.27078E-10,8.64E-12,6.8809E-12,0.016386428,0.013054807
125.2352408,0.000530185,5.30185E-10,8.83E-12,6.78701E-12,0.016653137,0.012801207
125.3228448,0.000530338,5.30338E-10,8.57E-12,6.88853E-12,0.016154111,0.012988949
125.4105395,0.000528378,5.28378E-10,8.96E-12,6.52454E-12,0.016958784,0.012348233
125.497729,0.000530027,5.30027E-10,8.77E-12,6.9187E-12,0.016553055,0.013053483
125.5854746,0.000531366,5.31366E-10,8.98E-12,7.39908E-12,0.016903854,0.013924633
125.6730615,0.000529884,5.29884E-10,8.56E-12,7.38007E-12,0.016145756,0.013927709
125.7605042,0.000526044,5.26044E-10,8.50E-12,6.90545E-12,0.016156616,0.013127137
125.8479018,0.000528568,5.28568E-10,8.55E-12,7.15462E-12,0.016184968,0.013535837
125.9355528,0.000531652,5.31652E-10,8.93E-12,6.89156E-12,0.016795992,0.012962554
126.0231553,0.000528808,5.28808E-10,8.44E-12,7.29781E-12,0.015961762,0.013800489
126.1106188,0.00053167,5.3167E-10,8.65E-12,7.16898E-12,0.016265184,0.013483873
126.1980954,0.000529811,5.29811E-10,8.65E-12,7.16518E-12,0.016335263,0.013524013
126.2856034,0.000529556,5.29556E-10,8.78E-12,6.62084E-12,0.016582937,0.012502634
126.3732077,0.000530145,5.30145E-10,8.80E-12,7.69129E-12,0.016591394,0.014507906
126.4607594,0.000531475,5.31475E-10,8.63E-12,7.40947E-12,0.016235303,0.013941333
126.5483991,0.000529939,5.29939E-10,8.74E-12,6.67949E-12,0.016486072,0.012604269
126.6359343,0.00052652,5.2652E-10,8.77E-12,6.56879E-12,0.016662456,0.012475844
126.7233578,0.00053109,5.3109E-10,8.54E-12,6.86918E-12,0.01607409,0.012934104
126.8109331,0.000530982,5.30982E-10,8.63E-12,7.33274E-12,0.016252124,0.013809764
126.8984853,0.000529258,5.29258E-10,8.64E-12,7.31266E-12,0.01632124,0.013816813
126.985782,0.000533232,5.33232E-10,8.96E-12,6.69303E-12,0.016801093,0.012551812
127.0734918,0.000533501,5.33501E-10,8.97E-12,7.20915E-12,0.016814158,0.013512889
127.1610598,0.000527537,5.27537E-10,8.78E-12,7.06014E-12,0.016636819,0.01338322
127.2485694,0.000530063,5.30063E-10,8.85E-12,7.37024E-12,0.016688427,0.013904449
127.3361155,0.000529673,5.29673E-10,9.02E-12,7.34219E-12,0.017027141,0.013861734
127.4234368,0.000527138,5.27138E-10,8.71E-12,7.48335E-12,0.016523847,0.014196192
127.5110733,0.00052453,5.2453E-10,8.75E-12,6.90443E-12,0.016678921,0.013163071
127.598788,0.000527431,5.27431E-10,8.57E-12,7.2253E-12,0.016243894,0.013699045
127.686271,0.000529485,5.29485E-10,8.82E-12,7.11734E-12,0.016653146,0.013442023
127.7736198,0.000529889,5.29889E-10,8.60E-12,7.27773E-12,0.016230731,0.013734451
127.8611759,0.000528452,5.28452E-10,8.95E-12,7.2699E-12,0.016936919,0.01375698
127.9488272,0.000531942,5.31942E-10,8.92E-12,6.97618E-12,0.016759824,0.013114546
128.0364424,0.000528875,5.28875E-10,8.65E-12,7.07854E-12,0.016363025,0.013384144
128.12396,0.000528677,5.28677E-10,8.63E-12,7.55111E-12,0.016321974,0.014283043
128.2113011,0.0005296,5.296E-10,9.04E-12,6.76403E-12,0.017068981,0.012771967
128.2988796,0.000526238,5.26238E-10,8.48E-12,7.35755E-12,0.016115766,0.013981412
128.3865144,0.000528069,5.28069E-10,8.65E-12,6.56771E-12,0.016377105,0.012437222
128.474213,0.000530647,5.30647E-10,8.42E-12,6.56358E-12,0.015867714,0.012369004
128.5614492,0.000533546,5.33546E-10,8.71E-12,6.86667E-12,0.016331092,0.012869891
128.6489203,0.0005312,5.312E-10,8.37E-12,6.83815E-12,0.015748926,0.012873007
128.7364649,0.00052792,5.2792E-10,8.87E-12,6.87481E-12,0.016805236,0.013022441
128.8241295,0.00053029,5.3029E-10,8.65E-12,6.98419E-12,0.016302994,0.01317053
128.9117951,0.000526744,5.26744E-10,8.77E-12,6.93032E-12,0.016653075,0.013156901
128.9990678,0.000528191,5.28191E-10,8.78E-12,7.11774E-12,0.016616643,0.013475701
129.0866704,0.000531633,5.31633E-10,9.04E-12,7.11818E-12,0.017002661,0.013389276
129.1743412,0.00052607,5.2607E-10,8.55E-12,7.84624E-12,0.016254709,0.014914817
129.2618509,0.000530268,5.30268E-10,8.69E-12,6.96398E-12,0.016382636,0.013132934
129.3494343,0.00052532,5.2532E-10,8.61E-12,7.41997E-12,0.016395175,0.014124665
129.436723,0.000528484,5.28484E-10,8.39E-12,7.10313E-12,0.015873483,0.013440586
129.5243185,0.000526455,5.26455E-10,8.65E-12,7.26273E-12,0.016434533,0.013795541
129.6119614,0.000528259,5.28259E-10,8.53E-12,6.50201E-12,0.01614361,0.012308382
129.6994779,0.000526073,5.26073E-10,8.54E-12,7.67616E-12,0.016228067,0.014591431
129.7867797,0.000527127,5.27127E-10,9.03E-12,6.50348E-12,0.017139628,0.012337592
129.8745146,0.000530248,5.30248E-10,8.57E-12,7.11254E-12,0.016171259,0.013413615
129.9619752,0.000529324,5.29324E-10,8.42E-12,7.09231E-12,0.01590506,0.013398817
130.0496749,0.000527775,5.27775E-10,8.77E-12,7.06795E-12,0.01662537,0.013391969
130.1371747,0.000527816,5.27816E-10,8.79E-12,7.04144E-12,0.016656809,0.013340725
130.2247692,0.000526281,5.26281E-10,8.60E-12,6.94039E-12,0.016338342,0.01318763
130.3121826,0.000526865,5.26865E-10,8.68E-12,7.05694E-12,0.016483144,0.013394222
130.3997827,0.000529456,5.29456E-10,8.96E-12,6.88169E-12,0.016919898,0.01299766
130.4869212,0.000529785,5.29785E-10,8.88E-12,7.05392E-12,0.01675431,0.013314697
130.5746835,0.000522388,5.22388E-10,8.56E-12,7.19505E-12,0.016388175,0.013773369
130.6623064,0.0005318,5.318E-10,8.58E-12,6.69271E-12,0.016129673,0.012585007
130.7498904,0.000529281,5.29281E-10,9.10E-12,7.15219E-12,0.017198677,0.01351303
130.8374035,0.000531007,5.31007E-10,9.10E-12,6.75286E-12,0.017140029,0.012717071
130.9250899,0.000531132,5.31132E-10,8.60E-12,6.86398E-12,0.016199273,0.012923305
131.0124586,0.000525186,5.25186E-10,8.71E-12,6.72028E-12,0.016594015,0.012795984
131.10001,0.000531186,5.31186E-10,9.04E-12,7.31268E-12,0.017009447,0.013766708
131.1875704,0.000527441,5.27441E-10,8.79E-12,7.07088E-12,0.016663733,0.01340603
131.2751859,0.000528856,5.28856E-10,8.96E-12,7.4363E-12,0.016947771,0.014061096
131.3624425,0.000528974,5.28974E-10,9.25E-12,6.88774E-12,0.017478353,0.013020929
131.4500122,0.000527424,5.27424E-10,8.80E-12,7.34274E-12,0.016677446,0.013921876
131.5375624,0.000530077,5.30077E-10,8.67E-12,6.76408E-12,0.01635089,0.012760563
131.6252746,0.000524434,5.24434E-10,8.64E-12,7.38985E-12,0.016481511,0.014091109
131.7125133,0.000525145,5.25145E-10,8.48E-12,7.14931E-12,0.016150073,0.013613982
131.8001755,0.000529881,5.29881E-10,9.12E-12,6.92985E-12,0.017217228,0.013078125
131.8877349,0.000529531,5.29531E-10,9.21E-12,6.93276E-12,0.01738471,0.013092258
131.9753044,0.000528497,5.28497E-10,8.49E-12,7.26175E-12,0.016072619,0.013740365
132.0629041,0.00052706,5.2706E-10,9.01E-12,7.16017E-12,0.017099446,0.013585105
132.1502989,0.000527278,5.27278E-10,8.75E-12,7.1094E-12,0.016595361,0.013483192
132.2379495,0.000528318,5.28318E-10,8.77E-12,6.79031E-12,0.016608347,0.012852691
132.325365,0.000530042,5.30042E-10,8.85E-12,6.86681E-12,0.016705259,0.012955234
132.4130432,0.000527696,5.27696E-10,8.59E-12,6.75621E-12,0.016279785,0.012803217
132.5002319,0.000527366,5.27366E-10,8.92E-12,6.97817E-12,0.016908452,0.013232128
132.5879327,0.000527171,5.27171E-10,8.67E-12,7.09604E-12,0.016452877,0.013460604
132.6754992,0.00052741,5.2741E-10,8.42E-12,7.05839E-12,0.015970321,0.013383129
132.7629938,0.00053146,5.3146E-10,8.89E-12,6.83975E-12,0.016727933,0.012869732
132.8505892,0.000530091,5.30091E-10,8.82E-12,7.02813E-12,0.01664168,0.013258347
132.9379083,0.000530511,5.30511E-10,8.92E-12,6.49718E-12,0.0168067,0.012247038
133.0255826,0.000528247,5.28247E-10,8.93E-12,7.18728E-12,0.016905724,0.013605907
133.1130829,0.000529448,5.29448E-10,9.23E-12,7.04682E-12,0.01742412,0.013309739
133.2008825,0.000530705,5.30705E-10,9.00E-12,7.10622E-12,0.016953213,0.013390151
133.2880189,0.000528993,5.28993E-10,8.49E-12,7.20732E-12,0.016041213,0.013624601
133.3755891,0.000529993,5.29993E-10,8.63E-12,7.26123E-12,0.01627457,0.013700611
133.4632718,0.000532315,5.32315E-10,8.66E-12,6.89477E-12,0.016267279,0.012952431
133.5508005,0.000528643,5.28643E-10,8.61E-12,7.07144E-12,0.01628836,0.013376571
133.6384875,0.000529499,5.29499E-10,8.97E-12,6.9893E-12,0.016943351,0.013199839
133.7258362,0.000532384,5.32384E-10,8.70E-12,7.09631E-12,0.016348962,0.013329302
133.8133776,0.000524392,5.24392E-10,8.77E-12,6.66982E-12,0.016725869,0.012719146
133.9009497,0.000530816,5.30816E-10,9.03E-12,6.7613E-12,0.017011547,0.012737563
133.9886039,0.000527371,5.27371E-10,9.24E-12,6.99626E-12,0.017522632,0.013266301
134.0761539,0.000527869,5.27869E-10,8.86E-12,6.92639E-12,0.016789999,0.013121419
134.1638222,0.000528479,5.28479E-10,8.87E-12,6.91383E-12,0.016791974,0.013082509
134.2510665,0.000533492,5.33492E-10,8.37E-12,6.94264E-12,0.015680692,0.013013574
134.3386129,0.000529977,5.29977E-10,8.89E-12,7.11605E-12,0.016765524,0.013427086
134.4263173,0.000526356,5.26356E-10,8.66E-12,7.37991E-12,0.016455393,0.01402077
134.5135815,0.000527943,5.27943E-10,8.84E-12,7.04888E-12,0.016740894,0.013351591
134.6012743,0.000528357,5.28357E-10,8.51E-12,7.46144E-12,0.016100917,0.014121969
134.6887319,0.0005276,5.276E-10,8.74E-12,6.57933E-12,0.016558784,0.012470294
134.7764362,0.00053223,5.3223E-10,8.62E-12,7.26879E-12,0.016191481,0.013657231
134.8636366,0.000529781,5.29781E-10,8.82E-12,7.12388E-12,0.016641376,0.013446843
134.9513595,0.000529746,5.29746E-10,8.60E-12,7.50344E-12,0.016229243,0.014164224
135.0388295,0.000527375,5.27375E-10,9.27E-12,7.02218E-12,0.017570168,0.01331534
135.1263741,0.000527082,5.27082E-10,8.37E-12,6.942E-12,0.015885239,0.013170643
135.2136964,0.000529723,5.29723E-10,8.82E-12,7.2895E-12,0.016641004,0.013760973
135.3013983,0.000525718,5.25718E-10,9.10E-12,7.05096E-12,0.017301207,0.013412054
135.3890628,0.000529869,5.29869E-10,8.73E-12,6.48315E-12,0.016478144,0.012235387
135.4765296,0.000526632,5.26632E-10,8.17E-12,7.23071E-12,0.015517718,0.01373011
135.5639536,0.000526622,5.26622E-10,8.75E-12,6.8506E-12,0.016624151,0.013008564
135.6514252,0.00052609,5.2609E-10,8.64E-12,7.18144E-12,0.016428458,0.01365058
135.7391388,0.000527336,5.27336E-10,8.33E-12,7.06564E-12,0.015805437,0.013398739
135.8267828,0.000526587,5.26587E-10,8.86E-12,7.31569E-12,0.016833365,0.013892646
135.9140112,0.000528939,5.28939E-10,8.81E-12,7.23366E-12,0.016661652,0.01367579
136.0016728,0.000527106,5.27106E-10,9.02E-12,7.21471E-12,0.017108943,0.013687413
136.0891562,0.000528598,5.28598E-10,8.98E-12,6.44981E-12,0.016992073,0.012201734
136.1767064,0.00052502,5.2502E-10,8.60E-12,7.21691E-12,0.016384421,0.01374596
136.2644018,0.000526934,5.26934E-10,9.09E-12,7.11588E-12,0.017258319,0.0135043
136.3520164,0.000529509,5.29509E-10,8.86E-12,7.05143E-12,0.01673648,0.013316923
136.4392181,0.000528973,5.28973E-10,9.00E-12,6.90401E-12,0.017019638,0.013051726
136.5268057,0.000525204,5.25204E-10,8.32E-12,7.0806E-12,0.015842272,0.01348162
136.6145276,0.000529586,5.29586E-10,8.77E-12,6.79024E-12,0.016563446,0.012821784
136.7020064,0.000528784,5.28784E-10,8.79E-12,7.22607E-12,0.016615918,0.01366544
136.7896519,0.000523316,5.23316E-10,8.67E-12,6.85473E-12,0.0165607,0.013098625
136.8770532,0.000526369,5.26369E-10,8.88E-12,7.44424E-12,0.01686713,0.014142621
136.964582,0.00052919,5.2919E-10,8.74E-12,6.64134E-12,0.016517545,0.012550009
137.0521206,0.000527222,5.27222E-10,8.66E-12,7.23056E-12,0.016435045,0.013714448
137.1395203,0.000525075,5.25075E-10,8.98E-12,6.6396E-12,0.017107061,0.012645049
137.226997,0.000529259,5.29259E-10,8.43E-12,6.91223E-12,0.015934419,0.013060194
137.3146325,0.000528617,5.28617E-10,8.76E-12,7.1339E-12,0.016574195,0.013495411
137.4023012,0.000529032,5.29032E-10,8.57E-12,7.3245E-12,0.016204907,0.013845109
137.4899115,0.000528927,5.28927E-10,8.83E-12,6.50869E-12,0.016687909,0.012305454
137.5770982,0.000529405,5.29405E-10,8.58E-12,7.16542E-12,0.016211732,0.013534851
137.6647814,0.000529802,5.29802E-10,9.10E-12,7.06906E-12,0.017181715,0.013342835
137.7523078,0.000528045,5.28045E-10,8.18E-12,7.06804E-12,0.015490317,0.013385306
137.8399682,0.00052943,5.2943E-10,8.68E-12,6.82912E-12,0.016399095,0.012899023
137.9273242,0.000527478,5.27478E-10,8.73E-12,7.62702E-12,0.016543787,0.014459413
138.0148869,0.000525793,5.25793E-10,8.93E-12,7.19509E-12,0.016976598,0.013684257
138.1024166,0.000530185,5.30185E-10,8.48E-12,7.52402E-12,0.015985566,0.014191315
138.1900436,0.000526044,5.26044E-10,9.15E-12,7.13519E-12,0.0173892,0.01356388
138.2776613,0.000529735,5.29735E-10,8.76E-12,7.41556E-12,0.016531079,0.01399862
138.364982,0.000524942,5.24942E-10,8.50E-12,6.59128E-12,0.016183247,0.012556194
138.4525146,0.000528047,5.28047E-10,8.59E-12,7.26663E-12,0.016269346,0.01376132
138.5402054,0.000523268,5.23268E-10,9.08E-12,7.00587E-12,0.017343459,0.013388681
138.6277491,0.000528907,5.28907E-10,8.43E-12,7.19162E-12,0.015943829,0.013597133
138.7150162,0.000527729,5.27729E-10,8.95E-12,6.85784E-12,0.016966191,0.012995021
138.8026257,0.000530887,5.30887E-10,8.63E-12,7.04822E-12,0.016247466,0.013276315
138.8902569,0.000530284,5.30284E-10,8.91E-12,6.66994E-12,0.016811522,0.012578047
138.977791,0.000527036,5.27036E-10,8.41E-12,7.12484E-12,0.015961536,0.013518698
139.0651497,0.00052764,5.2764E-10,8.60E-12,6.96591E-12,0.01630835,0.013202012
139.1527505,0.000528658,5.28658E-10,8.89E-12,7.03952E-12,0.01680982,0.013315831
