TimeH,R1H,T1H,R2H,T2H,TimeI,R1I,T1I,R2I,T2I
531.6299303,1.03E-11,2.59E-05,1.07E-11,2.70E-05,527.4418089,1.05E-11,1.47E-11,1.34E-11,2.34E-11
532.5770268,1.07E-11,2.65E-05,1.11E-11,2.71E-05,528.391875,1.14E-11,1.57E-11,1.42E-11,2.40E-11
533.5499599,1.06E-11,2.52E-05,1.06E-11,2.69E-05,529.3531451,1.08E-11,1.50E-11,1.48E-11,2.50E-11
534.502228,1.06E-11,2.50E-05,1.10E-11,2.73E-05,530.3346858,1.03E-11,1.39E-11,1.44E-11,2.46E-11
535.478615,9.95E-12,2.59E-05,1.06E-11,2.70E-05,531.2962267,1.08E-11,1.47E-11,1.47E-11,2.41E-11
536.4538755,1.05E-11,2.76E-05,1.10E-11,2.73E-05,532.2621193,1.16E-11,1.53E-11,1.52E-11,2.49E-11
537.4167283,1.02E-11,2.76E-05,1.07E-11,2.69E-05,533.2141869,1.16E-11,1.59E-11,1.46E-11,2.45E-11
538.3796122,1.07E-11,2.69E-05,1.07E-11,2.66E-05,534.175714,1.13E-11,1.58E-11,1.48E-11,2.43E-11
539.3461425,1.01E-11,2.63E-05,1.15E-11,2.81E-05,535.1569521,1.14E-11,1.46E-11,1.40E-11,2.44E-11
540.3079486,1.07E-11,2.50E-05,1.16E-11,2.79E-05,536.1365979,1.18E-11,1.58E-11,1.39E-11,2.50E-11
541.2768691,1.11E-11,2.52E-05,1.04E-11,2.76E-05,537.0818703,1.13E-11,1.49E-11,1.41E-11,2.50E-11
542.2663348,1.12E-11,2.37E-05,1.01E-11,2.67E-05,538.0718982,1.10E-11,1.53E-11,1.49E-11,2.42E-11
543.242239,1.10E-11,2.52E-05,1.04E-11,2.79E-05,539.0118732,1.09E-11,1.67E-11,1.47E-11,2.50E-11
544.2290335,9.85E-12,2.61E-05,1.09E-11,2.78E-05,539.9638264,1.01E-11,1.61E-11,1.42E-11,2.41E-11
545.2101169,9.67E-12,2.75E-05,1.01E-11,2.79E-05,540.9147146,1.06E-11,1.59E-11,1.37E-11,2.41E-11
546.1733384,1.05E-11,2.76E-05,1.05E-11,2.68E-05,541.9052961,1.03E-11,1.68E-11,1.45E-11,2.41E-11
547.1678987,1.11E-11,2.65E-05,9.93E-12,2.66E-05,542.8472311,9.91E-12,1.66E-11,1.43E-11,2.43E-11
548.1260219,1.14E-11,2.50E-05,1.05E-11,2.55E-05,543.8074071,1.17E-11,1.51E-11,1.46E-11,2.42E-11
549.118551,1.09E-11,2.71E-05,1.01E-11,2.58E-05,544.7674055,1.22E-11,1.45E-11,1.45E-11,2.43E-11
550.074096,9.67E-12,2.63E-05,1.08E-11,2.64E-05,545.7174323,1.17E-11,1.58E-11,1.54E-11,2.36E-11
551.0623307,1.05E-11,2.62E-05,1.06E-11,2.69E-05,546.6774321,1.10E-11,1.75E-11,1.45E-11,2.47E-11
552.0202546,1.07E-11,2.59E-05,1.09E-11,2.71E-05,547.6274002,1.19E-11,1.78E-11,1.38E-11,2.41E-11
552.9797873,9.57E-12,2.95E-05,1.13E-11,2.73E-05,548.5982013,1.19E-11,1.55E-11,1.34E-11,2.34E-11
553.9551537,9.90E-12,2.70E-05,1.13E-11,2.73E-05,549.5589435,1.17E-11,1.46E-11,1.44E-11,2.38E-11
554.911608,9.90E-12,2.55E-05,1.08E-11,2.73E-05,550.5307579,1.16E-11,1.51E-11,1.45E-11,2.40E-11
555.8919578,1.04E-11,2.63E-05,1.17E-11,2.76E-05,551.4926486,1.07E-11,1.64E-11,1.44E-11,2.54E-11
556.8394179,1.07E-11,2.78E-05,1.07E-11,2.72E-05,552.4755697,1.04E-11,1.52E-11,1.37E-11,2.58E-11
557.7802663,1.10E-11,2.40E-05,1.11E-11,2.76E-05,553.4372089,1.11E-11,1.62E-11,1.38E-11,2.46E-11
558.7491429,1.06E-11,2.49E-05,1.16E-11,2.75E-05,554.3991709,1.09E-11,1.79E-11,1.42E-11,2.43E-11
559.7122443,9.98E-12,2.72E-05,9.90E-12,2.70E-05,555.3608127,1.16E-11,1.53E-11,1.41E-11,2.40E-11
560.6876481,9.51E-12,2.74E-05,1.00E-11,2.74E-05,556.3127103,1.20E-11,1.50E-11,1.35E-11,2.38E-11
561.657913,9.87E-12,2.45E-05,1.07E-11,2.68E-05,557.2929997,1.09E-11,1.60E-11,1.31E-11,2.37E-11
562.6307244,1.07E-11,2.31E-05,1.00E-11,2.75E-05,558.2565193,1.04E-11,1.65E-11,1.35E-11,2.30E-11
563.5880516,1.10E-11,2.37E-05,1.06E-11,2.70E-05,559.2265158,1.13E-11,1.62E-11,1.39E-11,2.35E-11
564.5453699,1.16E-11,2.51E-05,9.42E-12,2.66E-05,560.1779587,1.14E-11,1.52E-11,1.45E-11,2.39E-11
565.5040746,1.13E-11,2.68E-05,9.95E-12,2.63E-05,561.160001,1.12E-11,1.44E-11,1.46E-11,2.35E-11
566.4595091,1.07E-11,2.77E-05,1.12E-11,2.65E-05,562.1133854,1.12E-11,1.45E-11,1.42E-11,2.47E-11
567.441056,1.02E-11,2.76E-05,1.13E-11,2.68E-05,563.1056569,1.09E-11,1.61E-11,1.51E-11,2.52E-11
568.4132345,1.07E-11,2.75E-05,9.78E-12,2.73E-05,564.0778286,1.11E-11,1.49E-11,1.45E-11,2.44E-11
569.4072158,9.65E-12,2.64E-05,9.60E-12,2.78E-05,565.0694389,1.07E-11,1.69E-11,1.44E-11,2.43E-11
570.3822985,9.23E-12,2.76E-05,1.05E-11,2.72E-05,566.0423548,1.14E-11,1.70E-11,1.50E-11,2.46E-11
571.3766243,9.96E-12,2.91E-05,9.93E-12,2.69E-05,566.9836252,1.15E-11,1.50E-11,1.40E-11,2.39E-11
572.3561883,1.01E-11,2.69E-05,1.02E-11,2.66E-05,567.944067,1.11E-11,1.39E-11,1.32E-11,2.44E-11
573.3357193,1.03E-11,2.62E-05,9.17E-12,2.64E-05,568.9245725,1.07E-11,1.58E-11,1.33E-11,2.48E-11
574.3487821,1.05E-11,2.60E-05,1.03E-11,2.63E-05,569.8857527,1.06E-11,1.66E-11,1.23E-11,2.52E-11
575.3378952,1.04E-11,2.58E-05,9.93E-12,2.60E-05,570.8365488,1.09E-11,1.46E-11,1.32E-11,2.44E-11
576.3098066,1.03E-11,2.68E-05,1.07E-11,2.67E-05,571.8085997,1.17E-11,1.40E-11,1.37E-11,2.43E-11
577.2991152,1.07E-11,2.74E-05,1.04E-11,2.70E-05,572.7806246,1.06E-11,1.69E-11,1.47E-11,2.51E-11
578.2680764,1.09E-11,2.68E-05,9.63E-12,2.64E-05,573.7223573,1.07E-11,1.61E-11,1.39E-11,2.52E-11
579.2461669,1.15E-11,2.46E-05,1.02E-11,2.71E-05,574.6947248,1.12E-11,1.52E-11,1.42E-11,2.44E-11
580.1968312,1.14E-11,2.48E-05,1.11E-11,2.68E-05,575.6568384,1.13E-11,1.45E-11,1.47E-11,2.43E-11
581.1718643,1.04E-11,2.66E-05,1.05E-11,2.64E-05,576.6276596,1.02E-11,1.51E-11,1.40E-11,2.42E-11
582.1468472,1.07E-11,2.52E-05,1.11E-11,2.71E-05,577.5995715,1.06E-11,1.56E-11,1.33E-11,2.43E-11
583.1269631,1.16E-11,2.36E-05,1.01E-11,2.67E-05,578.5595737,1.14E-11,1.69E-11,1.44E-11,2.46E-11
584.1110346,1.12E-11,2.48E-05,1.07E-11,2.69E-05,579.5195727,1.14E-11,1.63E-11,1.36E-11,2.44E-11
585.0679553,1.10E-11,2.67E-05,1.09E-11,2.69E-05,580.4810643,1.11E-11,1.64E-11,1.40E-11,2.34E-11
586.0771458,1.05E-11,2.59E-05,1.05E-11,2.81E-05,581.4724751,1.05E-11,1.61E-11,1.49E-11,2.37E-11
587.0428495,1.12E-11,2.79E-05,1.13E-11,2.75E-05,582.4151995,1.11E-11,1.47E-11,1.53E-11,2.42E-11
588.0214951,1.01E-11,2.58E-05,1.06E-11,2.68E-05,583.4069695,1.12E-11,1.47E-11,1.49E-11,2.40E-11
589.012404,1.09E-11,2.59E-05,1.10E-11,2.66E-05,584.3480179,1.13E-11,1.48E-11,1.42E-11,2.38E-11
590.0005009,1.03E-11,2.64E-05,1.06E-11,2.71E-05,585.2888083,1.10E-11,1.61E-11,1.42E-11,2.35E-11
590.9655676,1.10E-11,2.39E-05,9.48E-12,2.72E-05,586.2796156,1.01E-11,1.55E-11,1.41E-11,2.38E-11
591.9320295,9.94E-12,2.57E-05,1.00E-11,2.78E-05,587.2319779,1.05E-11,1.28E-11,1.43E-11,2.42E-11
592.9116306,1.05E-11,2.85E-05,1.00E-11,2.70E-05,588.1761899,1.11E-11,1.44E-11,1.35E-11,2.46E-11
593.8795524,9.87E-12,2.71E-05,9.61E-12,2.76E-05,589.116235,1.19E-11,1.51E-11,1.31E-11,2.45E-11
594.8409884,1.02E-11,2.40E-05,1.06E-11,2.70E-05,590.0985398,1.10E-11,1.54E-11,1.39E-11,2.45E-11
595.7934942,1.11E-11,2.31E-05,1.05E-11,2.65E-05,591.0706787,1.14E-11,1.52E-11,1.39E-11,2.37E-11
596.7581372,1.05E-11,2.28E-05,9.92E-12,2.56E-05,592.0317733,1.10E-11,1.45E-11,1.39E-11,2.45E-11
597.7297437,9.62E-12,2.46E-05,1.05E-11,2.59E-05,593.0037532,1.10E-11,1.42E-11,1.39E-11,2.41E-11
598.7004838,1.03E-11,2.73E-05,1.09E-11,2.68E-05,593.9641759,1.09E-11,1.49E-11,1.34E-11,2.38E-11
599.6856816,1.07E-11,2.50E-05,1.16E-11,2.70E-05,594.9361377,1.07E-11,1.56E-11,1.34E-11,2.40E-11
600.6518521,1.04E-11,2.64E-05,1.12E-11,2.78E-05,595.8962216,1.10E-11,1.54E-11,1.40E-11,2.41E-11
601.6460829,1.10E-11,2.64E-05,1.09E-11,2.76E-05,596.8561871,1.11E-11,1.49E-11,1.38E-11,2.45E-11
602.6200192,1.07E-11,2.61E-05,1.10E-11,2.74E-05,597.8061857,1.05E-11,1.56E-11,1.40E-11,2.45E-11
603.5789971,1.08E-11,2.64E-05,1.20E-11,2.71E-05,598.7769177,1.15E-11,1.46E-11,1.45E-11,2.39E-11
604.5471585,1.05E-11,2.58E-05,1.15E-11,2.67E-05,599.7386537,1.07E-11,1.60E-11,1.45E-11,2.28E-11
605.5054214,1.05E-11,2.49E-05,1.19E-11,2.72E-05,600.7106004,1.11E-11,1.76E-11,1.41E-11,2.35E-11
606.4858742,9.83E-12,2.65E-05,1.06E-11,2.69E-05,601.6614084,1.12E-11,1.73E-11,1.48E-11,2.34E-11
607.4484303,9.72E-12,2.61E-05,1.12E-11,2.68E-05,602.6230829,1.16E-11,1.47E-11,1.43E-11,2.42E-11
608.4508684,1.02E-11,2.59E-05,1.05E-11,2.70E-05,603.594219,1.10E-11,1.60E-11,1.53E-11,2.42E-11
609.4243419,1.06E-11,2.66E-05,9.34E-12,2.70E-05,604.5550578,1.17E-11,1.69E-11,1.52E-11,2.41E-11
610.4061625,1.08E-11,2.62E-05,9.64E-12,2.68E-05,605.5271142,1.20E-11,1.65E-11,1.45E-11,2.42E-11
611.3623114,1.06E-11,2.66E-05,1.13E-11,2.65E-05,606.51929,1.08E-11,1.57E-11,1.45E-11,2.50E-11
612.3260388,1.05E-11,2.64E-05,1.13E-11,2.66E-05,607.4717147,1.06E-11,1.50E-11,1.46E-11,2.46E-11
613.2832503,1.09E-11,2.67E-05,1.05E-11,2.74E-05,608.4527283,1.10E-11,1.34E-11,1.40E-11,2.43E-11
614.2571995,1.14E-11,2.48E-05,1.01E-11,2.70E-05,609.4040077,1.05E-11,1.70E-11,1.36E-11,2.44E-11
615.2294407,1.11E-11,2.44E-05,1.06E-11,2.68E-05,610.3856447,1.12E-11,1.68E-11,1.39E-11,2.47E-11
616.1885955,1.10E-11,2.42E-05,1.05E-11,2.77E-05,611.3592346,1.20E-11,1.61E-11,1.39E-11,2.47E-11
617.1510227,1.02E-11,2.70E-05,1.07E-11,2.90E-05,612.3308003,1.16E-11,1.72E-11,1.42E-11,2.47E-11
618.1145666,1.03E-11,2.63E-05,1.05E-11,2.75E-05,613.2925694,1.15E-11,1.59E-11,1.47E-11,2.41E-11
619.0746474,9.90E-12,2.69E-05,1.12E-11,2.62E-05,614.2530911,1.18E-11,1.44E-11,1.51E-11,2.44E-11
620.0340514,1.09E-11,2.47E-05,9.38E-12,2.62E-05,615.2274857,1.16E-11,1.66E-11,1.55E-11,2.35E-11
620.9965463,1.07E-11,2.44E-05,9.02E-12,2.75E-05,616.2006915,1.12E-11,1.64E-11,1.51E-11,2.38E-11
621.9522974,1.09E-11,2.47E-05,9.89E-12,2.66E-05,617.1424575,1.14E-11,1.47E-11,1.37E-11,2.50E-11
622.9422746,1.05E-11,2.52E-05,1.01E-11,2.60E-05,618.1121168,1.20E-11,1.59E-11,1.42E-11,2.54E-11
623.9122992,1.05E-11,2.48E-05,1.05E-11,2.61E-05,619.0721142,1.11E-11,1.46E-11,1.32E-11,2.47E-11
624.9169452,1.03E-11,2.56E-05,9.11E-12,2.65E-05,620.0299525,1.08E-11,1.59E-11,1.35E-11,2.34E-11
625.8734159,1.06E-11,2.49E-05,9.58E-12,2.63E-05,620.9899514,1.10E-11,1.67E-11,1.42E-11,2.44E-11
626.8615341,1.08E-11,2.59E-05,1.06E-11,2.60E-05,621.9620633,1.14E-11,1.55E-11,1.43E-11,2.45E-11
627.8210926,1.06E-11,2.54E-05,1.08E-11,2.62E-05,622.922574,1.12E-11,1.40E-11,1.46E-11,2.47E-11
628.7697794,1.07E-11,2.50E-05,1.16E-11,2.57E-05,623.8833425,1.13E-11,1.58E-11,1.37E-11,2.48E-11
629.7282324,1.07E-11,2.57E-05,1.17E-11,2.63E-05,624.8443873,1.10E-11,1.62E-11,1.41E-11,2.51E-11
630.7098119,1.10E-11,2.64E-05,1.06E-11,2.72E-05,625.8347857,1.01E-11,1.42E-11,1.46E-11,2.45E-11
631.6872633,1.01E-11,2.44E-05,1.13E-11,2.75E-05,626.7762828,1.12E-11,1.57E-11,1.56E-11,2.47E-11
632.6443408,1.03E-11,2.41E-05,1.09E-11,2.73E-05,627.7490466,1.15E-11,1.65E-11,1.49E-11,2.38E-11
633.6220298,1.06E-11,2.53E-05,1.07E-11,2.68E-05,628.6924119,1.12E-11,1.62E-11,1.47E-11,2.35E-11
634.5723515,1.08E-11,2.47E-05,9.41E-12,2.68E-05,629.6644051,1.17E-11,1.60E-11,1.47E-11,2.38E-11
635.5484467,9.87E-12,2.76E-05,1.08E-11,2.67E-05,630.6160328,1.21E-11,1.66E-11,1.39E-11,2.41E-11
636.5123091,9.62E-12,2.73E-05,1.06E-11,2.69E-05,631.5791066,1.17E-11,1.59E-11,1.41E-11,2.37E-11
637.4870892,1.12E-11,2.57E-05,1.15E-11,2.63E-05,632.5400255,1.22E-11,1.59E-11,1.38E-11,2.40E-11
638.4473011,1.04E-11,2.66E-05,1.07E-11,2.66E-05,633.5126989,1.16E-11,1.71E-11,1.39E-11,2.46E-11
639.4294879,1.08E-11,2.69E-05,1.00E-11,2.68E-05,634.4852762,1.10E-11,1.63E-11,1.42E-11,2.47E-11
640.4017098,1.10E-11,2.60E-05,9.40E-12,2.68E-05,635.4460793,1.15E-11,1.52E-11,1.42E-11,2.43E-11
641.3975029,1.20E-11,2.63E-05,1.05E-11,2.62E-05,636.4072344,1.10E-11,1.69E-11,1.45E-11,2.46E-11
642.3620179,1.11E-11,2.62E-05,1.14E-11,2.58E-05,637.3826809,1.14E-11,1.63E-11,1.49E-11,2.41E-11
643.3308396,1.02E-11,2.36E-05,1.11E-11,2.63E-05,638.3455369,1.03E-11,1.52E-11,1.39E-11,2.37E-11
644.3038805,1.09E-11,2.63E-05,1.04E-11,2.67E-05,639.296751,1.09E-11,1.43E-11,1.38E-11,2.35E-11
645.2737486,1.02E-11,2.48E-05,9.64E-12,2.69E-05,640.2584984,1.11E-11,1.54E-11,1.47E-11,2.30E-11
646.2721326,9.59E-12,2.52E-05,1.02E-11,2.69E-05,641.2108316,1.12E-11,1.62E-11,1.46E-11,2.38E-11
647.2223403,9.72E-12,2.74E-05,1.12E-11,2.71E-05,642.184588,1.04E-11,1.70E-11,1.48E-11,2.42E-11
648.2269821,1.03E-11,2.63E-05,1.04E-11,2.71E-05,643.1554492,1.04E-11,1.57E-11,1.48E-11,2.40E-11
649.1985264,1.03E-11,2.58E-05,9.81E-12,2.76E-05,644.1074064,1.07E-11,1.49E-11,1.56E-11,2.34E-11
650.1632028,1.07E-11,2.48E-05,9.38E-12,2.69E-05,645.058629,1.12E-11,1.54E-11,1.54E-11,2.44E-11
651.1681919,1.01E-11,2.52E-05,1.02E-11,2.64E-05,646.0207219,1.17E-11,1.66E-11,1.43E-11,2.43E-11
652.1314821,1.06E-11,2.75E-05,9.08E-12,2.66E-05,646.9937215,1.09E-11,1.58E-11,1.43E-11,2.49E-11
653.1164749,1.14E-11,2.59E-05,9.16E-12,2.74E-05,647.9551215,1.12E-11,1.56E-11,1.37E-11,2.52E-11
654.0719905,1.13E-11,2.38E-05,1.08E-11,2.76E-05,648.9173644,1.15E-11,1.62E-11,1.32E-11,2.40E-11
655.0452714,1.17E-11,2.33E-05,1.13E-11,2.63E-05,649.8674867,1.09E-11,1.50E-11,1.35E-11,2.41E-11
656.0083835,1.11E-11,2.56E-05,1.07E-11,2.67E-05,650.8588326,1.02E-11,1.41E-11,1.40E-11,2.44E-11
656.9788821,1.13E-11,2.51E-05,1.09E-11,2.68E-05,651.8251016,1.11E-11,1.46E-11,1.38E-11,2.38E-11
657.9505117,1.10E-11,2.52E-05,1.15E-11,2.69E-05,652.7979715,1.11E-11,1.33E-11,1.30E-11,2.36E-11
658.8999398,9.86E-12,2.49E-05,1.09E-11,2.72E-05,653.7811899,1.10E-11,1.43E-11,1.38E-11,2.29E-11
659.8751028,9.82E-12,2.68E-05,1.13E-11,2.66E-05,654.7326524,1.19E-11,1.53E-11,1.29E-11,2.42E-11
660.8633206,1.06E-11,2.70E-05,1.04E-11,2.71E-05,655.7136097,1.14E-11,1.61E-11,1.46E-11,2.45E-11
661.8768129,1.07E-11,2.75E-05,1.06E-11,2.72E-05,656.6636212,1.07E-11,1.54E-11,1.43E-11,2.36E-11
662.8331668,1.11E-11,2.55E-05,1.00E-11,2.79E-05,657.6361055,1.10E-11,1.51E-11,1.44E-11,2.38E-11
663.8184693,1.05E-11,2.54E-05,1.05E-11,2.77E-05,658.5761471,1.13E-11,1.58E-11,1.43E-11,2.42E-11
664.8171358,1.00E-11,2.67E-05,9.88E-12,2.69E-05,659.5179904,1.09E-11,1.69E-11,1.28E-11,2.46E-11
665.787322,1.07E-11,2.49E-05,1.05E-11,2.69E-05,660.4787827,1.08E-11,1.62E-11,1.34E-11,2.40E-11
666.7850928,1.07E-11,2.51E-05,1.03E-11,2.68E-05,661.4594936,9.98E-12,1.45E-11,1.40E-11,2.32E-11
667.7765388,1.15E-11,2.48E-05,1.16E-11,2.74E-05,662.4207888,1.00E-11,1.44E-11,1.50E-11,2.45E-11
668.7496502,1.15E-11,2.47E-05,1.09E-11,2.71E-05,663.3712194,1.09E-11,1.53E-11,1.45E-11,2.43E-11
669.7421379,1.13E-11,2.53E-05,1.07E-11,2.65E-05,664.3423955,1.16E-11,1.53E-11,1.28E-11,2.44E-11
670.7193885,1.13E-11,2.47E-05,9.99E-12,2.67E-05,665.3048799,1.08E-11,1.65E-11,1.32E-11,2.35E-11
671.6981392,1.09E-11,2.36E-05,1.01E-11,2.68E-05,666.2586029,1.05E-11,1.39E-11,1.27E-11,2.42E-11
672.6903698,1.08E-11,2.45E-05,1.03E-11,2.67E-05,667.222055,1.07E-11,1.41E-11,1.45E-11,2.41E-11
673.6716578,1.03E-11,2.43E-05,1.02E-11,2.62E-05,668.2033954,1.03E-11,1.40E-11,1.43E-11,2.43E-11
674.6535499,1.10E-11,2.58E-05,1.04E-11,2.64E-05,669.1541409,1.12E-11,1.52E-11,1.45E-11,2.43E-11
675.6329753,1.06E-11,2.60E-05,1.05E-11,2.68E-05,670.1268654,1.20E-11,1.59E-11,1.44E-11,2.41E-11
676.5951419,1.10E-11,2.42E-05,1.10E-11,2.75E-05,671.1195946,1.15E-11,1.41E-11,1.47E-11,2.36E-11
677.5682454,1.04E-11,2.34E-05,1.05E-11,2.74E-05,672.0636833,1.09E-11,1.36E-11,1.51E-11,2.47E-11
678.540189,1.03E-11,2.65E-05,1.00E-11,2.72E-05,673.0653427,1.20E-11,1.68E-11,1.37E-11,2.50E-11
679.5471134,1.05E-11,2.69E-05,1.06E-11,2.75E-05,674.0265512,1.14E-11,1.75E-11,1.40E-11,2.42E-11
680.5062644,1.11E-11,2.60E-05,1.12E-11,2.72E-05,674.9989758,1.11E-11,1.65E-11,1.40E-11,2.39E-11
681.4672413,1.15E-11,2.57E-05,1.07E-11,2.59E-05,675.9398253,1.12E-11,1.72E-11,1.46E-11,2.39E-11
682.4296079,1.06E-11,2.47E-05,1.09E-11,2.58E-05,676.9338369,1.10E-11,1.67E-11,1.49E-11,2.36E-11
683.4057422,1.03E-11,2.75E-05,1.08E-11,2.63E-05,677.8750026,1.11E-11,1.60E-11,1.45E-11,2.44E-11
684.3601108,9.74E-12,2.63E-05,1.14E-11,2.68E-05,678.8563428,1.06E-11,1.45E-11,1.39E-11,2.50E-11
685.3205006,8.96E-12,2.44E-05,1.07E-11,2.72E-05,679.8092754,1.09E-11,1.44E-11,1.51E-11,2.54E-11
686.2874787,1.03E-11,2.44E-05,1.06E-11,2.67E-05,680.7800913,1.08E-11,1.54E-11,1.42E-11,2.45E-11
687.2596271,1.03E-11,2.44E-05,1.08E-11,2.63E-05,681.764725,1.06E-11,1.61E-11,1.42E-11,2.37E-11
688.2202196,1.09E-11,2.58E-05,1.04E-11,2.67E-05,682.7176051,1.14E-11,1.57E-11,1.35E-11,2.43E-11
689.2112112,1.05E-11,2.51E-05,1.05E-11,2.65E-05,683.6691051,1.06E-11,1.51E-11,1.34E-11,2.35E-11
690.2112756,1.04E-11,2.59E-05,1.15E-11,2.60E-05,684.6316013,1.10E-11,1.56E-11,1.47E-11,2.42E-11
691.1729021,1.07E-11,2.66E-05,1.02E-11,2.77E-05,685.6060183,1.15E-11,1.48E-11,1.49E-11,2.42E-11
692.1590044,1.06E-11,2.50E-05,9.80E-12,2.74E-05,686.5680084,1.13E-11,1.44E-11,1.40E-11,2.37E-11
693.1178417,1.10E-11,2.60E-05,1.05E-11,2.67E-05,687.5300422,1.05E-11,1.51E-11,1.30E-11,2.37E-11
694.0846083,1.04E-11,2.65E-05,1.02E-11,2.67E-05,688.4921968,1.06E-11,1.56E-11,1.36E-11,2.43E-11
695.0450935,1.09E-11,2.63E-05,9.85E-12,2.68E-05,689.456177,1.08E-11,1.50E-11,1.50E-11,2.46E-11
696.0293448,1.06E-11,2.61E-05,1.00E-11,2.73E-05,690.4392579,1.05E-11,1.37E-11,1.48E-11,2.36E-11
696.9923513,1.07E-11,2.66E-05,1.10E-11,2.68E-05,691.4222138,1.06E-11,1.35E-11,1.42E-11,2.42E-11
697.9532058,1.15E-11,2.51E-05,9.90E-12,2.64E-05,692.3833196,1.10E-11,1.44E-11,1.40E-11,2.43E-11
698.9108098,1.12E-11,2.56E-05,9.87E-12,2.71E-05,693.3754478,1.06E-11,1.75E-11,1.36E-11,2.47E-11
699.8887289,1.09E-11,2.71E-05,1.03E-11,2.74E-05,694.3270304,1.07E-11,1.76E-11,1.44E-11,2.40E-11
700.8905177,1.04E-11,2.72E-05,1.05E-11,2.75E-05,695.3198984,1.08E-11,1.63E-11,1.36E-11,2.42E-11
701.8547301,1.02E-11,2.64E-05,1.09E-11,2.68E-05,696.261924,1.10E-11,1.35E-11,1.34E-11,2.44E-11
702.8360715,1.10E-11,2.52E-05,1.11E-11,2.60E-05,697.2353654,1.10E-11,1.54E-11,1.37E-11,2.35E-11
703.8196061,1.15E-11,2.44E-05,1.04E-11,2.81E-05,698.1883302,1.17E-11,1.54E-11,1.40E-11,2.37E-11
704.7764702,1.11E-11,2.39E-05,1.04E-11,2.81E-05,699.1695595,1.14E-11,1.63E-11,1.40E-11,2.43E-11
705.73722,1.12E-11,2.41E-05,1.03E-11,2.62E-05,700.1230247,1.06E-11,1.41E-11,1.43E-11,2.35E-11
706.7015977,1.11E-11,2.46E-05,1.11E-11,2.66E-05,701.0960741,1.05E-11,1.62E-11,1.40E-11,2.43E-11
707.6975625,1.05E-11,2.50E-05,1.15E-11,2.59E-05,702.0650806,1.11E-11,1.66E-11,1.45E-11,2.49E-11
708.6682274,1.07E-11,2.53E-05,1.15E-11,2.54E-05,703.0290551,1.14E-11,1.66E-11,1.45E-11,2.41E-11
709.6572986,1.20E-11,2.30E-05,1.16E-11,2.64E-05,703.9919083,1.09E-11,1.64E-11,1.42E-11,2.38E-11
710.6320446,1.24E-11,2.10E-05,1.17E-11,2.67E-05,704.9432621,1.04E-11,1.58E-11,1.50E-11,2.48E-11
711.5945404,1.17E-11,2.28E-05,1.06E-11,2.72E-05,705.8948083,1.15E-11,1.56E-11,1.52E-11,2.41E-11
712.5581865,1.09E-11,2.40E-05,1.03E-11,2.64E-05,706.8667936,1.22E-11,1.26E-11,1.63E-11,2.43E-11
713.510139,1.16E-11,2.31E-05,9.48E-12,2.59E-05,707.8492625,1.43E-11,7.47E-12,1.50E-11,2.39E-11
714.4800918,1.20E-11,2.10E-05,1.10E-11,2.69E-05,708.8005106,1.20E-11,1.13E-11,1.41E-11,2.41E-11
715.4539144,1.16E-11,2.29E-05,1.15E-11,2.74E-05,709.7705455,1.11E-11,1.36E-11,1.43E-11,2.45E-11
716.4129364,1.17E-11,2.32E-05,1.07E-11,2.63E-05,710.7305253,1.09E-11,1.55E-11,1.39E-11,2.40E-11
717.3808789,1.02E-11,2.57E-05,1.08E-11,2.64E-05,711.6753674,1.09E-11,1.48E-11,1.39E-11,2.36E-11
718.3543801,1.01E-11,2.50E-05,1.11E-11,2.68E-05,712.6293373,1.13E-11,1.46E-11,1.48E-11,2.41E-11
719.3135874,1.07E-11,2.62E-05,1.06E-11,2.66E-05,713.5925949,1.14E-11,1.57E-11,1.38E-11,2.46E-11
720.2752783,1.06E-11,2.49E-05,1.04E-11,2.66E-05,714.5585725,1.11E-11,1.62E-11,1.44E-11,2.43E-11
721.2291205,9.77E-12,2.32E-05,9.65E-12,2.58E-05,715.5095911,1.10E-11,1.59E-11,1.49E-11,2.35E-11
722.2062962,1.13E-11,2.26E-05,9.89E-12,2.63E-05,716.4995878,1.17E-11,1.61E-11,1.44E-11,2.33E-11
723.1537981,1.17E-11,2.36E-05,1.13E-11,2.65E-05,717.4596155,1.17E-11,1.69E-11,1.35E-11,2.37E-11
724.1123505,1.11E-11,2.49E-05,1.15E-11,2.65E-05,718.4196184,1.18E-11,1.61E-11,1.49E-11,2.41E-11
725.0804758,1.10E-11,2.44E-05,1.04E-11,2.64E-05,719.3721256,1.11E-11,1.47E-11,1.50E-11,2.45E-11
726.027391,1.14E-11,2.54E-05,1.08E-11,2.70E-05,720.344135,1.12E-11,1.63E-11,1.45E-11,2.48E-11
726.9852808,1.21E-11,2.53E-05,1.09E-11,2.76E-05,721.3054883,1.19E-11,1.77E-11,1.49E-11,2.49E-11
727.9523246,1.16E-11,2.58E-05,9.68E-12,2.60E-05,722.2818081,1.11E-11,1.70E-11,1.37E-11,2.49E-11
728.9162862,1.07E-11,2.43E-05,9.66E-12,2.52E-05,723.2553866,1.13E-11,1.58E-11,1.45E-11,2.38E-11
729.8716111,1.06E-11,2.44E-05,9.78E-12,2.65E-05,724.2285109,1.11E-11,1.45E-11,1.46E-11,2.38E-11
