TimeH,R1H,T1H,R2H,T2H,TimeI,R1I,T1I,R2I,T2I
3572.396958,1.06E-11,2.54E-05,1.11E-11,2.65E-05,3560.138143,1.00E-11,1.78E-11,1.46E-11,2.32E-11
3573.347561,1.10E-11,2.47E-05,1.08E-11,2.60E-05,3561.112007,9.65E-12,1.77E-11,1.48E-11,2.36E-11
3574.3148,1.04E-11,2.68E-05,1.14E-11,2.62E-05,3562.0842,9.10E-12,2.00E-11,1.43E-11,2.33E-11
3575.285388,1.08E-11,2.55E-05,1.07E-11,2.55E-05,3563.035527,9.89E-12,2.07E-11,1.40E-11,2.36E-11
3576.27355,1.17E-11,2.44E-05,1.11E-11,2.44E-05,3564.018182,8.80E-12,2.02E-11,1.55E-11,2.27E-11
3577.240529,1.14E-11,2.41E-05,1.09E-11,2.54E-05,3564.969464,9.13E-12,1.85E-11,1.61E-11,2.31E-11
3578.238151,1.15E-11,2.54E-05,1.11E-11,2.60E-05,3565.961792,9.60E-12,1.73E-11,1.41E-11,2.28E-11
3579.199389,1.09E-11,2.50E-05,1.05E-11,2.63E-05,3566.943004,9.06E-12,1.92E-11,1.42E-11,2.26E-11
3580.178067,1.02E-11,2.51E-05,1.14E-11,2.57E-05,3567.925362,9.61E-12,1.85E-11,1.42E-11,2.25E-11
3581.157244,1.05E-11,2.49E-05,1.03E-11,2.54E-05,3568.906927,9.07E-12,1.89E-11,1.43E-11,2.31E-11
3582.134905,1.15E-11,2.55E-05,1.09E-11,2.51E-05,3569.862052,9.80E-12,1.95E-11,1.42E-11,2.31E-11
3583.11256,1.12E-11,2.54E-05,1.06E-11,2.41E-05,3570.815392,9.78E-12,1.76E-11,1.50E-11,2.29E-11
3584.079499,1.06E-11,2.47E-05,1.08E-11,2.48E-05,3571.797372,9.85E-12,1.86E-11,1.48E-11,2.32E-11
3585.072685,1.05E-11,2.47E-05,1.08E-11,2.50E-05,3572.771459,9.29E-12,1.94E-11,1.54E-11,2.35E-11
3586.038515,1.03E-11,2.71E-05,9.45E-12,2.55E-05,3573.723874,8.53E-12,1.98E-11,1.46E-11,2.32E-11
3586.999158,1.07E-11,2.54E-05,1.01E-11,2.51E-05,3574.732409,8.86E-12,1.96E-11,1.43E-11,2.35E-11
3587.966758,1.08E-11,2.41E-05,1.12E-11,2.53E-05,3575.694291,9.50E-12,2.01E-11,1.40E-11,2.35E-11
3588.924092,1.16E-11,2.44E-05,1.13E-11,2.51E-05,3576.686012,8.72E-12,2.02E-11,1.50E-11,2.33E-11
3589.885438,1.11E-11,2.51E-05,1.03E-11,2.42E-05,3577.65736,8.45E-12,1.99E-11,1.49E-11,2.27E-11
3590.8624,1.17E-11,2.51E-05,1.01E-11,2.55E-05,3578.619879,8.82E-12,1.81E-11,1.44E-11,2.27E-11
3591.8331,1.16E-11,2.46E-05,1.03E-11,2.51E-05,3579.590834,8.84E-12,1.83E-11,1.47E-11,2.33E-11
3592.801041,1.16E-11,2.49E-05,1.08E-11,2.56E-05,3580.554164,8.98E-12,1.97E-11,1.46E-11,2.38E-11
3593.788431,1.11E-11,2.48E-05,1.16E-11,2.56E-05,3581.536719,9.60E-12,1.91E-11,1.34E-11,2.30E-11
3594.744799,1.15E-11,2.54E-05,1.11E-11,2.53E-05,3582.497967,9.45E-12,1.87E-11,1.39E-11,2.24E-11
3595.746295,1.17E-11,2.46E-05,1.15E-11,2.50E-05,3583.488423,9.53E-12,1.98E-11,1.39E-11,2.27E-11
3596.698045,1.21E-11,2.40E-05,1.11E-11,2.58E-05,3584.462604,8.73E-12,1.97E-11,1.47E-11,2.34E-11
3597.671941,1.15E-11,2.33E-05,1.07E-11,2.56E-05,3585.433363,9.18E-12,1.98E-11,1.41E-11,2.27E-11
3598.652276,1.12E-11,2.54E-05,1.12E-11,2.50E-05,3586.406546,9.73E-12,1.98E-11,1.49E-11,2.32E-11
3599.609167,1.07E-11,2.49E-05,1.15E-11,2.52E-05,3587.388538,9.85E-12,1.90E-11,1.57E-11,2.34E-11
3600.617908,1.13E-11,2.49E-05,1.04E-11,2.53E-05,3588.370698,9.26E-12,1.96E-11,1.50E-11,2.28E-11
3601.579552,1.08E-11,2.50E-05,1.00E-11,2.54E-05,3589.332617,8.92E-12,1.75E-11,1.51E-11,2.28E-11
3602.564678,1.10E-11,2.44E-05,1.14E-11,2.53E-05,3590.334969,9.18E-12,1.67E-11,1.52E-11,2.33E-11
3603.525732,1.14E-11,2.36E-05,9.92E-12,2.45E-05,3591.316952,8.02E-12,1.89E-11,1.40E-11,2.36E-11
3604.503807,1.20E-11,2.54E-05,1.01E-11,2.44E-05,3592.268874,7.88E-12,1.86E-11,1.47E-11,2.32E-11
3605.479008,1.16E-11,2.35E-05,1.01E-11,2.50E-05,3593.241022,8.77E-12,1.88E-11,1.48E-11,2.27E-11
3606.4619,1.05E-11,2.38E-05,9.90E-12,2.48E-05,3594.201471,9.07E-12,1.90E-11,1.61E-11,2.24E-11
3607.472959,1.05E-11,2.52E-05,1.01E-11,2.38E-05,3595.194836,1.00E-11,1.70E-11,1.59E-11,2.30E-11
3608.450243,1.14E-11,2.49E-05,1.01E-11,2.48E-05,3596.154958,9.62E-12,1.81E-11,1.50E-11,2.35E-11
3609.418136,1.09E-11,2.38E-05,9.73E-12,2.57E-05,3597.154965,8.53E-12,1.83E-11,1.55E-11,2.34E-11
3610.403908,1.07E-11,2.39E-05,1.05E-11,2.63E-05,3598.114973,9.37E-12,2.03E-11,1.50E-11,2.34E-11
3611.367777,1.06E-11,2.56E-05,1.02E-11,2.47E-05,3599.095343,9.59E-12,2.22E-11,1.46E-11,2.29E-11
3612.374212,1.10E-11,2.67E-05,1.05E-11,2.47E-05,3600.047225,9.04E-12,2.00E-11,1.48E-11,2.26E-11
3613.325324,1.13E-11,2.50E-05,1.09E-11,2.47E-05,3601.009646,9.03E-12,1.83E-11,1.48E-11,2.28E-11
3614.30185,1.17E-11,2.34E-05,1.17E-11,2.45E-05,3601.970477,8.66E-12,1.78E-11,1.54E-11,2.31E-11
3615.279542,1.09E-11,2.29E-05,1.05E-11,2.46E-05,3602.94273,8.55E-12,1.74E-11,1.48E-11,2.34E-11
3616.245853,9.81E-12,2.45E-05,9.77E-12,2.47E-05,3603.913738,8.78E-12,1.80E-11,1.52E-11,2.32E-11
3617.213342,1.09E-11,2.52E-05,1.05E-11,2.48E-05,3604.888171,9.27E-12,1.92E-11,1.42E-11,2.32E-11
3618.180881,1.14E-11,2.50E-05,1.01E-11,2.61E-05,3605.881759,9.99E-12,1.97E-11,1.43E-11,2.34E-11
3619.132406,1.15E-11,2.44E-05,1.05E-11,2.59E-05,3606.845433,1.01E-11,1.99E-11,1.42E-11,2.26E-11
3620.099938,1.15E-11,2.53E-05,1.06E-11,2.54E-05,3607.849033,9.12E-12,1.98E-11,1.56E-11,2.29E-11
3621.067414,1.10E-11,2.55E-05,1.05E-11,2.55E-05,3608.789123,8.60E-12,1.94E-11,1.39E-11,2.38E-11
3622.028837,1.05E-11,2.34E-05,1.10E-11,2.47E-05,3609.759378,8.80E-12,2.14E-11,1.30E-11,2.26E-11
3622.995679,1.08E-11,2.31E-05,1.10E-11,2.46E-05,3610.742251,9.48E-12,2.04E-11,1.43E-11,2.25E-11
3623.960666,1.05E-11,2.47E-05,1.07E-11,2.49E-05,3611.71343,8.74E-12,1.86E-11,1.45E-11,2.32E-11
3624.967524,1.09E-11,2.49E-05,1.03E-11,2.49E-05,3612.673526,8.77E-12,1.91E-11,1.41E-11,2.30E-11
3625.934535,1.04E-11,2.40E-05,1.03E-11,2.52E-05,3613.646292,9.27E-12,1.88E-11,1.51E-11,2.35E-11
3626.925881,1.03E-11,2.54E-05,1.04E-11,2.41E-05,3614.637107,9.68E-12,2.05E-11,1.42E-11,2.32E-11
3627.882751,1.12E-11,2.47E-05,1.08E-11,2.43E-05,3615.588412,9.59E-12,1.99E-11,1.39E-11,2.31E-11
3628.850341,1.11E-11,2.60E-05,1.15E-11,2.42E-05,3616.600837,8.52E-12,2.04E-11,1.43E-11,2.32E-11
3629.84929,1.13E-11,2.73E-05,1.11E-11,2.48E-05,3617.555077,8.75E-12,1.78E-11,1.52E-11,2.34E-11
3630.815445,1.12E-11,2.45E-05,1.03E-11,2.46E-05,3618.527877,9.60E-12,1.74E-11,1.63E-11,2.34E-11
3631.808074,1.08E-11,2.39E-05,1.13E-11,2.53E-05,3619.509031,8.97E-12,2.05E-11,1.50E-11,2.31E-11
3632.769824,1.10E-11,2.49E-05,1.07E-11,2.55E-05,3620.462287,9.63E-12,2.12E-11,1.49E-11,2.32E-11
3633.723984,1.07E-11,2.49E-05,1.12E-11,2.57E-05,3621.456113,9.71E-12,2.02E-11,1.47E-11,2.31E-11
3634.685106,9.94E-12,2.49E-05,1.16E-11,2.44E-05,3622.408171,9.61E-12,1.94E-11,1.64E-11,2.27E-11
3635.665576,9.48E-12,2.38E-05,1.10E-11,2.49E-05,3623.420715,9.86E-12,1.92E-11,1.56E-11,2.30E-11
3636.641186,1.05E-11,2.51E-05,1.12E-11,2.51E-05,3624.382493,9.06E-12,1.90E-11,1.51E-11,2.29E-11
3637.592367,1.09E-11,2.57E-05,1.21E-11,2.53E-05,3625.353323,8.69E-12,1.96E-11,1.53E-11,2.28E-11
3638.569435,1.08E-11,2.48E-05,1.14E-11,2.43E-05,3626.314835,9.42E-12,1.88E-11,1.55E-11,2.26E-11
3639.520473,1.07E-11,2.59E-05,1.13E-11,2.57E-05,3627.287004,9.22E-12,1.79E-11,1.54E-11,2.27E-11
3640.491193,1.05E-11,2.52E-05,1.09E-11,2.56E-05,3628.240018,8.68E-12,1.70E-11,1.53E-11,2.28E-11
3641.45751,1.13E-11,2.40E-05,1.17E-11,2.46E-05,3629.221135,8.89E-12,1.74E-11,1.42E-11,2.30E-11
3642.415148,1.12E-11,2.37E-05,1.16E-11,2.50E-05,3630.206275,8.81E-12,1.88E-11,1.44E-11,2.29E-11
3643.375904,1.10E-11,2.36E-05,1.06E-11,2.44E-05,3631.179571,9.24E-12,1.98E-11,1.44E-11,2.31E-11
3644.403542,1.02E-11,2.46E-05,1.03E-11,2.50E-05,3632.172637,9.68E-12,1.93E-11,1.49E-11,2.29E-11
3645.360956,1.07E-11,2.47E-05,1.02E-11,2.50E-05,3633.134718,9.65E-12,2.00E-11,1.39E-11,2.36E-11
3646.34833,1.07E-11,2.55E-05,9.83E-12,2.42E-05,3634.106369,9.97E-12,1.96E-11,1.43E-11,2.30E-11
3647.32055,1.12E-11,2.34E-05,1.10E-11,2.50E-05,3635.07876,9.56E-12,2.12E-11,1.50E-11,2.34E-11
3648.261115,1.07E-11,2.42E-05,1.15E-11,2.57E-05,3636.049919,8.98E-12,1.92E-11,1.56E-11,2.34E-11
3649.236806,1.17E-11,2.45E-05,1.17E-11,2.56E-05,3637.04254,8.33E-12,1.90E-11,1.64E-11,2.37E-11
3650.197666,1.12E-11,2.55E-05,1.20E-11,2.46E-05,3638.014609,8.71E-12,2.07E-11,1.56E-11,2.32E-11
3651.175826,1.10E-11,2.59E-05,1.17E-11,2.50E-05,3639.007419,9.07E-12,1.88E-11,1.59E-11,2.27E-11
3652.127705,1.13E-11,2.51E-05,1.17E-11,2.55E-05,3639.968516,8.40E-12,1.80E-11,1.56E-11,2.26E-11
3653.124145,1.05E-11,2.52E-05,1.21E-11,2.41E-05,3640.946047,8.49E-12,1.87E-11,1.47E-11,2.30E-11
3654.091211,1.09E-11,2.51E-05,1.23E-11,2.32E-05,3641.906487,9.57E-12,1.81E-11,1.53E-11,2.32E-11
3655.078976,1.09E-11,2.38E-05,1.18E-11,2.51E-05,3642.877227,9.25E-12,1.86E-11,1.45E-11,2.32E-11
3656.058146,1.02E-11,2.44E-05,1.05E-11,2.56E-05,3643.837569,8.72E-12,2.03E-11,1.34E-11,2.32E-11
3657.033918,1.07E-11,2.40E-05,9.68E-12,2.57E-05,3644.791183,8.23E-12,1.95E-11,1.48E-11,2.31E-11
3657.994787,1.12E-11,2.52E-05,9.94E-12,2.43E-05,3645.763242,9.73E-12,1.91E-11,1.49E-11,2.30E-11
3658.961576,1.15E-11,2.53E-05,1.03E-11,2.43E-05,3646.744757,1.02E-11,1.90E-11,1.43E-11,2.24E-11
3659.923716,1.18E-11,2.36E-05,1.06E-11,2.42E-05,3647.736669,1.00E-11,1.87E-11,1.53E-11,2.27E-11
3660.910362,1.07E-11,2.17E-05,1.06E-11,2.52E-05,3648.688539,9.80E-12,1.93E-11,1.59E-11,2.30E-11
3661.911681,1.18E-11,2.20E-05,1.04E-11,2.46E-05,3649.681977,9.43E-12,1.79E-11,1.61E-11,2.32E-11
3662.878175,1.14E-11,2.36E-05,9.54E-12,2.42E-05,3650.654717,9.66E-12,1.93E-11,1.52E-11,2.34E-11
3663.856822,1.09E-11,2.29E-05,1.05E-11,2.46E-05,3651.626396,8.47E-12,2.01E-11,1.47E-11,2.47E-11
3664.832946,1.06E-11,2.40E-05,1.08E-11,2.44E-05,3652.617858,9.02E-12,1.86E-11,1.48E-11,2.40E-11
3665.804956,1.02E-11,2.37E-05,1.03E-11,2.55E-05,3653.591695,9.61E-12,1.80E-11,1.53E-11,2.38E-11
3666.801979,1.04E-11,2.34E-05,1.15E-11,2.53E-05,3654.583033,8.91E-12,1.80E-11,1.37E-11,2.28E-11
3667.762974,1.07E-11,2.30E-05,1.09E-11,2.50E-05,3655.533446,9.84E-12,2.00E-11,1.43E-11,2.27E-11
3668.741047,1.11E-11,2.36E-05,1.10E-11,2.50E-05,3656.503482,1.05E-11,2.07E-11,1.47E-11,2.28E-11
3669.717831,1.10E-11,2.27E-05,1.12E-11,2.46E-05,3657.463493,1.01E-11,1.85E-11,1.49E-11,2.39E-11
3670.678648,1.05E-11,2.28E-05,1.23E-11,2.46E-05,3658.433502,8.89E-12,1.95E-11,1.46E-11,2.38E-11
3671.646147,1.14E-11,2.30E-05,1.16E-11,2.58E-05,3659.394535,8.94E-12,1.91E-11,1.44E-11,2.35E-11
3672.604359,1.11E-11,2.43E-05,1.13E-11,2.59E-05,3660.367113,9.28E-12,1.92E-11,1.42E-11,2.32E-11
3673.581536,1.19E-11,2.37E-05,1.12E-11,2.59E-05,3661.327654,9.30E-12,1.92E-11,1.49E-11,2.30E-11
3674.538345,1.07E-11,2.27E-05,1.06E-11,2.57E-05,3662.280077,8.94E-12,1.77E-11,1.51E-11,2.34E-11
3675.519861,1.05E-11,2.38E-05,1.09E-11,2.61E-05,3663.262937,9.21E-12,1.85E-11,1.43E-11,2.27E-11
3676.495883,1.02E-11,2.49E-05,1.17E-11,2.54E-05,3664.233412,9.41E-12,2.00E-11,1.46E-11,2.27E-11
3677.48351,1.02E-11,2.43E-05,1.16E-11,2.43E-05,3665.186377,9.72E-12,1.95E-11,1.45E-11,2.22E-11
3678.440979,1.01E-11,2.42E-05,1.11E-11,2.52E-05,3666.16764,9.75E-12,1.90E-11,1.44E-11,2.31E-11
3679.429261,9.67E-12,2.38E-05,1.09E-11,2.57E-05,3667.160554,1.01E-11,1.94E-11,1.39E-11,2.36E-11
3680.406062,1.00E-11,2.41E-05,1.07E-11,2.50E-05,3668.112137,9.39E-12,1.96E-11,1.47E-11,2.35E-11
3681.357275,9.77E-12,2.33E-05,1.08E-11,2.45E-05,3669.102167,9.37E-12,1.86E-11,1.53E-11,2.39E-11
3682.335934,1.07E-11,2.56E-05,1.26E-11,2.57E-05,3670.057517,9.57E-12,1.99E-11,1.55E-11,2.33E-11
3683.322623,1.03E-11,2.51E-05,1.16E-11,2.51E-05,3671.038512,9.95E-12,1.99E-11,1.52E-11,2.38E-11
3684.300325,1.11E-11,2.41E-05,1.07E-11,2.40E-05,3671.999391,9.51E-12,2.08E-11,1.56E-11,2.35E-11
3685.254568,1.15E-11,2.42E-05,1.18E-11,2.48E-05,3672.970547,1.02E-11,1.88E-11,1.49E-11,2.27E-11
3686.251388,1.07E-11,2.53E-05,1.09E-11,2.49E-05,3673.931291,9.76E-12,1.79E-11,1.49E-11,2.31E-11
3687.2141,1.13E-11,2.56E-05,1.02E-11,2.47E-05,3674.893763,8.97E-12,1.91E-11,1.51E-11,2.28E-11
3688.191161,1.07E-11,2.54E-05,1.02E-11,2.57E-05,3675.846334,8.71E-12,1.80E-11,1.60E-11,2.28E-11
3689.160584,1.10E-11,2.49E-05,1.07E-11,2.58E-05,3676.828155,8.92E-12,1.89E-11,1.56E-11,2.31E-11
3690.108197,1.07E-11,2.41E-05,1.08E-11,2.51E-05,3677.779463,9.26E-12,1.91E-11,1.48E-11,2.32E-11
3691.079194,1.10E-11,2.66E-05,1.04E-11,2.45E-05,3678.730583,8.42E-12,1.84E-11,1.48E-11,2.32E-11
3692.056788,1.02E-11,2.43E-05,1.12E-11,2.48E-05,3679.709235,8.98E-12,1.67E-11,1.46E-11,2.29E-11
3693.03429,1.09E-11,2.35E-05,1.15E-11,2.42E-05,3680.670965,1.05E-11,1.82E-11,1.53E-11,2.29E-11
3694.01072,1.08E-11,2.58E-05,1.13E-11,2.53E-05,3681.623463,9.48E-12,1.96E-11,1.64E-11,2.36E-11
3694.992576,1.06E-11,2.35E-05,1.13E-11,2.52E-05,3682.605184,9.05E-12,1.92E-11,1.57E-11,2.37E-11
3695.939183,1.11E-11,2.30E-05,1.21E-11,2.58E-05,3683.576635,8.91E-12,1.89E-11,1.52E-11,2.26E-11
3696.935658,1.17E-11,2.48E-05,1.11E-11,2.49E-05,3684.531132,9.41E-12,1.99E-11,1.43E-11,2.28E-11
3697.904856,1.09E-11,2.41E-05,1.03E-11,2.54E-05,3685.524451,9.11E-12,2.03E-11,1.51E-11,2.28E-11
3698.851729,1.15E-11,2.33E-05,9.78E-12,2.53E-05,3686.485672,8.53E-12,1.98E-11,1.55E-11,2.37E-11
3699.80947,1.07E-11,2.60E-05,1.11E-11,2.54E-05,3687.476799,8.71E-12,2.02E-11,1.51E-11,2.36E-11
3700.780347,1.11E-11,2.51E-05,1.12E-11,2.37E-05,3688.438015,9.09E-12,1.70E-11,1.65E-11,2.27E-11
3701.768604,1.11E-11,2.42E-05,1.04E-11,2.55E-05,3689.419946,9.69E-12,1.81E-11,1.55E-11,2.33E-11
3702.739757,1.11E-11,2.27E-05,9.30E-12,2.55E-05,3690.382746,9.15E-12,1.93E-11,1.58E-11,2.30E-11
3703.75605,1.05E-11,2.52E-05,1.06E-11,2.46E-05,3691.34477,8.61E-12,1.87E-11,1.48E-11,2.30E-11
3704.73395,1.06E-11,2.61E-05,1.09E-11,2.56E-05,3692.315973,8.61E-12,1.87E-11,1.48E-11,2.36E-11
3705.694935,1.08E-11,2.45E-05,1.15E-11,2.52E-05,3693.277893,9.28E-12,2.04E-11,1.44E-11,2.34E-11
3706.672385,1.01E-11,2.30E-05,1.08E-11,2.56E-05,3694.250584,8.77E-12,2.04E-11,1.51E-11,2.36E-11
3707.623156,1.10E-11,2.31E-05,1.13E-11,2.56E-05,3695.223681,8.42E-12,1.94E-11,1.54E-11,2.30E-11
3708.590469,1.10E-11,2.40E-05,1.11E-11,2.41E-05,3696.206888,8.73E-12,1.67E-11,1.56E-11,2.30E-11
3709.551401,1.10E-11,2.30E-05,1.08E-11,2.44E-05,3697.188117,9.43E-12,1.69E-11,1.46E-11,2.33E-11
3710.548591,1.13E-11,2.36E-05,1.06E-11,2.42E-05,3698.170854,9.56E-12,1.82E-11,1.42E-11,2.27E-11
3711.505119,1.12E-11,2.39E-05,1.09E-11,2.46E-05,3699.152047,9.31E-12,1.98E-11,1.50E-11,2.25E-11
3712.523122,1.06E-11,2.48E-05,1.01E-11,2.53E-05,3700.103644,8.26E-12,1.88E-11,1.52E-11,2.27E-11
3713.482095,1.09E-11,2.63E-05,1.12E-11,2.51E-05,3701.085396,9.19E-12,1.89E-11,1.61E-11,2.34E-11
3714.457393,1.07E-11,2.62E-05,1.22E-11,2.47E-05,3702.055674,9.69E-12,1.82E-11,1.55E-11,2.31E-11
3715.419536,1.01E-11,2.62E-05,1.16E-11,2.49E-05,3703.047047,8.96E-12,1.74E-11,1.51E-11,2.32E-11
3716.389201,1.02E-11,2.32E-05,1.03E-11,2.52E-05,3704.006578,9.73E-12,1.94E-11,1.46E-11,2.28E-11
3717.370658,1.07E-11,2.08E-05,1.15E-11,2.48E-05,3704.994222,9.37E-12,2.03E-11,1.48E-11,2.33E-11
3718.338828,1.08E-11,2.35E-05,1.08E-11,2.51E-05,3705.966249,8.85E-12,1.92E-11,1.56E-11,2.33E-11
3719.336251,1.06E-11,2.45E-05,1.12E-11,2.55E-05,3706.946997,9.46E-12,1.93E-11,1.57E-11,2.40E-11
3720.283694,1.06E-11,2.42E-05,1.11E-11,2.51E-05,3707.898955,9.32E-12,1.95E-11,1.57E-11,2.37E-11
3721.264073,1.07E-11,2.24E-05,9.99E-12,2.51E-05,3708.858021,9.38E-12,1.95E-11,1.50E-11,2.38E-11
3722.234308,1.07E-11,2.42E-05,1.03E-11,2.49E-05,3709.840149,8.81E-12,1.92E-11,1.53E-11,2.45E-11
3723.213122,1.01E-11,2.41E-05,1.06E-11,2.44E-05,3710.792961,9.05E-12,1.91E-11,1.54E-11,2.28E-11
3724.163917,1.10E-11,2.30E-05,1.10E-11,2.36E-05,3711.765506,8.39E-12,1.72E-11,1.59E-11,2.26E-11
3725.154627,1.07E-11,2.25E-05,9.92E-12,2.44E-05,3712.726576,8.99E-12,1.85E-11,1.53E-11,2.41E-11
3726.107988,1.01E-11,2.51E-05,1.10E-11,2.52E-05,3713.719224,8.57E-12,1.97E-11,1.54E-11,2.39E-11
3727.068627,1.01E-11,2.64E-05,1.11E-11,2.62E-05,3714.67044,9.62E-12,1.96E-11,1.46E-11,2.34E-11
3728.059353,1.09E-11,2.51E-05,1.05E-11,2.59E-05,3715.692062,1.02E-11,1.88E-11,1.54E-11,2.35E-11
3729.02766,1.12E-11,2.48E-05,9.89E-12,2.56E-05,3716.642063,9.37E-12,2.00E-11,1.55E-11,2.29E-11
3730.015067,1.13E-11,2.38E-05,1.06E-11,2.61E-05,3717.602096,9.41E-12,1.95E-11,1.46E-11,2.31E-11
3731.002518,1.11E-11,2.46E-05,1.01E-11,2.55E-05,3718.572068,8.94E-12,1.77E-11,1.42E-11,2.27E-11
3731.953773,1.11E-11,2.28E-05,1.03E-11,2.45E-05,3719.53334,9.48E-12,1.91E-11,1.49E-11,2.29E-11
3732.914864,1.07E-11,2.20E-05,1.02E-11,2.45E-05,3720.494544,1.03E-11,2.07E-11,1.52E-11,2.37E-11
3733.891431,1.04E-11,2.41E-05,1.14E-11,2.48E-05,3721.445703,9.96E-12,1.97E-11,1.52E-11,2.35E-11
3734.845664,9.81E-12,2.43E-05,1.16E-11,2.45E-05,3722.42729,9.57E-12,1.98E-11,1.42E-11,2.30E-11
3735.816093,1.05E-11,2.42E-05,1.10E-11,2.49E-05,3723.399668,9.13E-12,2.01E-11,1.34E-11,2.27E-11
3736.779368,1.04E-11,2.57E-05,1.20E-11,2.50E-05,3724.353846,9.76E-12,1.92E-11,1.58E-11,2.19E-11
3737.756773,1.05E-11,2.48E-05,1.09E-11,2.54E-05,3725.335897,1.03E-11,1.91E-11,1.70E-11,2.30E-11
3738.744363,1.18E-11,2.18E-05,9.96E-12,2.52E-05,3726.317031,9.29E-12,1.87E-11,1.59E-11,2.36E-11
3739.692679,1.22E-11,2.26E-05,1.15E-11,2.43E-05,3727.290547,8.50E-12,1.87E-11,1.61E-11,2.26E-11
3740.687268,1.10E-11,2.49E-05,1.20E-11,2.43E-05,3728.291596,8.92E-12,1.93E-11,1.60E-11,2.32E-11
3741.647683,1.08E-11,2.50E-05,1.09E-11,2.40E-05,3729.263125,9.68E-12,1.94E-11,1.64E-11,2.30E-11
3742.619071,1.07E-11,2.39E-05,1.12E-11,2.45E-05,3730.214656,9.48E-12,1.81E-11,1.53E-11,2.33E-11
3743.586186,1.05E-11,2.42E-05,1.13E-11,2.49E-05,3731.197624,9.66E-12,1.88E-11,1.53E-11,2.31E-11
3744.548613,1.17E-11,2.54E-05,1.12E-11,2.47E-05,3732.149965,9.60E-12,2.11E-11,1.56E-11,2.28E-11
3745.534691,1.18E-11,2.63E-05,1.04E-11,2.52E-05,3733.110391,9.86E-12,2.15E-11,1.58E-11,2.30E-11
3746.488041,1.10E-11,2.55E-05,1.07E-11,2.49E-05,3734.071984,9.80E-12,2.11E-11,1.60E-11,2.24E-11
3747.466667,1.09E-11,2.31E-05,1.03E-11,2.42E-05,3735.046099,9.18E-12,1.84E-11,1.50E-11,2.25E-11
3748.433372,1.13E-11,2.33E-05,1.06E-11,2.47E-05,3735.998224,8.83E-12,1.83E-11,1.48E-11,2.13E-11
3749.431174,1.13E-11,2.45E-05,1.06E-11,2.51E-05,3736.991921,9.80E-12,1.74E-11,1.41E-11,2.19E-11
3750.388505,1.13E-11,2.46E-05,1.04E-11,2.48E-05,3737.964685,9.83E-12,2.02E-11,1.44E-11,2.28E-11
3751.369327,1.18E-11,2.43E-05,1.09E-11,2.45E-05,3738.957272,9.29E-12,2.02E-11,1.53E-11,2.31E-11
3752.346635,1.10E-11,2.44E-05,1.16E-11,2.46E-05,3739.929404,8.93E-12,1.86E-11,1.55E-11,2.29E-11
3753.324711,1.06E-11,2.52E-05,1.09E-11,2.46E-05,3740.911004,8.91E-12,1.85E-11,1.61E-11,2.33E-11
3754.274815,1.11E-11,2.48E-05,1.10E-11,2.45E-05,3741.883068,9.45E-12,1.79E-11,1.59E-11,2.34E-11
3755.249113,1.15E-11,2.34E-05,1.17E-11,2.41E-05,3742.838458,9.35E-12,1.90E-11,1.44E-11,2.32E-11
3756.250768,1.07E-11,2.45E-05,1.03E-11,2.42E-05,3743.829242,9.79E-12,1.99E-11,1.50E-11,2.28E-11
3757.227418,9.47E-12,2.42E-05,9.53E-12,2.41E-05,3744.801234,9.77E-12,1.98E-11,1.46E-11,2.26E-11
3758.208248,1.02E-11,2.44E-05,1.02E-11,2.53E-05,3745.793399,8.96E-12,1.98E-11,1.52E-11,2.22E-11
3759.185493,1.07E-11,2.29E-05,1.08E-11,2.54E-05,3746.753994,8.39E-12,1.82E-11,1.51E-11,2.27E-11
3760.178687,1.05E-11,2.32E-05,1.01E-11,2.53E-05,3747.71436,8.87E-12,1.78E-11,1.50E-11,2.33E-11
3761.18425,1.10E-11,2.13E-05,1.03E-11,2.42E-05,3748.67448,8.89E-12,1.96E-11,1.54E-11,2.27E-11
3762.167995,1.05E-11,2.35E-05,1.08E-11,2.44E-05,3749.647444,8.97E-12,1.86E-11,1.52E-11,2.27E-11
3763.107694,1.15E-11,2.36E-05,1.15E-11,2.47E-05,3750.620169,8.36E-12,1.89E-11,1.40E-11,2.32E-11
3764.12348,1.11E-11,2.50E-05,1.04E-11,2.58E-05,3751.572796,8.51E-12,1.95E-11,1.41E-11,2.42E-11
3765.093812,1.09E-11,2.55E-05,1.00E-11,2.51E-05,3752.547147,8.52E-12,1.92E-11,1.45E-11,2.32E-11
3766.092618,1.06E-11,2.50E-05,1.06E-11,2.49E-05,3753.520482,8.92E-12,1.93E-11,1.41E-11,2.28E-11
3767.059092,1.22E-11,2.53E-05,1.07E-11,2.54E-05,3754.522091,1.01E-11,1.86E-11,1.45E-11,2.38E-11
3768.026279,1.18E-11,2.58E-05,1.04E-11,2.55E-05,3755.494925,1.00E-11,1.95E-11,1.47E-11,2.33E-11
3768.988219,1.07E-11,2.58E-05,1.12E-11,2.53E-05,3756.466472,8.83E-12,1.91E-11,1.57E-11,2.24E-11
3769.944838,1.06E-11,2.41E-05,1.18E-11,2.56E-05,3757.431237,8.96E-12,1.99E-11,1.62E-11,2.30E-11
3770.942858,1.06E-11,2.33E-05,1.13E-11,2.45E-05,3758.393406,9.78E-12,1.79E-11,1.50E-11,2.24E-11
