Step,Wave,R1,T1,R2,T2,Time,Beam,R1/R2,T1/T2,R2Ad,T2Ad,Temp1,Temp2,Temp3,Temp4
117192.0,1100.0,6.8841210000000005e-12,1.2848956000000001e-11,4.0497660000000005e-12,1.2551676e-11,7.9061925411224365,-8.0377e-07,1.6998811783199326,1.0236844864383052,5.038463739627009e-06,15.616004578424178,23.296420611508836,-16.17465758748068,17.352603313469103,21.809665108539207
129203.0,1200.0,6.4077022e-12,1.4969022e-11,5.346861799999999e-12,1.4708247999999997e-11,10.504260301589966,-8.0429e-07,1.1984043051196875,1.0177297799166836,6.647927737507615e-06,18.287244650561362,23.298422102717723,-16.171181715761406,17.35462236089984,21.81353719219686
140447.0,1300.0,6.0893792e-12,1.4822242e-11,3.8710647999999994e-12,1.435882e-11,13.076539993286133,-8.0271e-07,1.5730501850550271,1.0322743790924325,4.822494798868831e-06,17.88792963835009,23.298141560039028,-16.177070388830884,17.35538924327932,21.81030741372018
262667.0,1400.0,1.6415072e-11,3.7151808e-11,1.4506518e-11,4.174136599999999e-11,19.665329694747925,-8.0233e-07,1.1315652729345524,0.8900477286727992,1.808048807847145e-05,52.025184151159735,23.291136512046876,-16.174481097125863,17.349167932506077,21.808431733120415
276257.0,1500.0,3.1867979999999998e-12,5.0586008e-12,2.6988330000000002e-12,5.7842872000000006e-12,22.314934730529785,-8.0164e-07,1.1808059261169548,0.8745417758647945,3.3666396387405818e-06,7.215567087470686,23.285943041901135,-16.170929470095984,17.350001001799228,21.810614016911927
289837.0,1600.0,5.891137400000001e-12,1.7247466e-11,4.9414971999999995e-12,1.3282205999999999e-11,24.945692539215088,-8.0342e-07,1.1921766140027361,1.2985392637337503,6.15057777999054e-06,16.532082845834058,23.284988860772728,-16.168251398323207,17.347702985122737,21.807121034869397
303532.0,1700.0,1.1718325999999999e-11,4.0777262e-11,8.8278386e-12,3.0037875999999996e-11,27.581205129623413,-8.0369e-07,1.3274286641352957,1.3575281421362817,1.0984133932237556e-05,37.37495302915303,23.285443293548894,-16.172957554856623,17.351414627806548,21.807952967510914
317215.0,1800.0,1.4056724e-11,3.7811183999999995e-11,1.186825e-11,3.4534417999999994e-11,30.206190824508667,-8.0446e-07,1.184397362711436,1.0948840660931365,1.4753064167267482e-05,42.928695025234305,23.28804438191355,-16.16815096643421,17.350599852803157,21.811190646041894
330852.0,1900.0,1.4092961999999999e-11,3.5263830000000004e-11,1.1331082e-11,3.115856e-11,32.842222690582275,-8.0158e-07,1.2437437130893587,1.1317541632219206,1.4135934030290179e-05,38.87142892786747,23.299551270558027,-16.17744501684774,17.352312329729727,21.811552593637487
344489.0,2000.0,1.426349e-11,3.8261943999999997e-11,1.1454716000000002e-11,3.4527712e-11,35.50837326049805,-8.0208e-07,1.2452067777149602,1.1081517362053992,1.4281263714342712e-05,43.047715938559755,23.298730359860315,-16.179683959990314,17.352590929845917,21.808310871858453
358127.0,2100.0,1.6065484e-11,3.7793302e-11,1.2279656e-11,3.683962799999999e-11,38.16206979751587,-8.0424e-07,1.3083008188503,1.0258871777966925,1.5268646175271063e-05,45.806759176365254,23.286142788265636,-16.16650869794131,17.35052399480145,21.803355150378138
371764.0,2200.0,1.75022e-11,4.9980217999999995e-11,1.40148e-11,4.666843399999999e-11,40.80024456977844,-8.0662e-07,1.2488369438022662,1.0709641124876828,1.7374724157595895e-05,57.85677766482358,23.294463198028325,-16.17268147544678,17.353719700913302,21.810776518040313
385401.0,2300.0,2.5014058000000003e-11,6.468044599999999e-11,1.8376167999999997e-11,6.081187199999999e-11,43.4377236366272,-8.0524e-07,1.3612227532965528,1.0636154400903823,2.2820734191048626e-05,75.52018280264268,23.29499682982106,-16.17667794042967,17.351730667030893,21.804431425276334
399038.0,2400.0,2.9358428e-11,7.782476199999999e-11,2.40193e-11,7.552104e-11,46.0645489692688,-8.0207e-07,1.2222849125494915,1.0305043733507906,2.994663807398357e-05,94.15766703654295,23.294840132415572,-16.172709829911412,17.35230107197765,21.80957081517363
117192.0,1100.0,6.206974e-12,1.311308e-11,5.006867e-12,1.4044776e-11,59.53586530685425,-8.035e-07,1.2396922067232863,0.9336624521459082,6.231321717485998e-06,17.479497199751087,23.288610913466982,-16.171997923357026,17.349516967685304,21.80339372185847
129203.0,1200.0,6.160433400000001e-12,1.4044401999999999e-11,5.3482830000000004e-12,1.5463795999999998e-11,62.139129638671875,-8.0359e-07,1.1518525478176829,0.9082118000004656,6.6554872509613114e-06,19.243390286091163,23.296885670080258,-16.179801793379568,17.352944164921666,21.80157048934808
140447.0,1300.0,7.3897e-12,1.5653790000000003e-11,6.6123384e-12,1.4826712e-11,64.68281292915344,-8.0498e-07,1.1175622832612437,1.0557829679297743,8.214289050659643e-06,18.418733384680365,23.28524724153067,-16.17354590050519,17.350531951301832,21.802257826754158
262667.0,1400.0,1.7010503999999998e-11,3.5214656e-11,1.3827217999999999e-11,3.9629871999999994e-11,71.27168989181519,-8.0189e-07,1.2302188336077438,0.8885886888557198,1.7243285238623747e-05,49.42058387060568,23.298639292712323,-16.176360612968608,17.353070711376347,21.80607498801544
276257.0,1500.0,3.1297770000000003e-12,7.5519492e-12,3.4520079999999996e-12,6.9527245999999985e-12,73.9147584438324,-8.0448e-07,0.9066540401992118,1.0861855796790802,4.2909805091487665e-06,8.642507706841686,23.292223910604378,-16.1767092129474,17.35267018809833,21.79797594295593
